REPORT_MONTH,COST_OVERRUN_PCT,SCHEDULE_CHANGE_DAYS,DELAY_INDICATOR
MAY,-42.05196640238638,2.0,1
MAY,0.0,,0
MAY,39.72179289026276,11.0,1
MAY,-10.936770881941204,-720.0,0
MAY,-16.11450176793903,7.0,1
MAY,42.72166666666667,719.0,1
MAY,-13.10765995308582,1468.0,1
MAY,47.92887281494876,728.0,1
MAY,19.235653623303435,723.0,1
MAY,0.0,,0
MAY,0.0013205678441717,365.0,1
MAY,32.0793157349351,362.0,1
MAY,0.0,725.0,1
MAY,0.0,365.0,1
MAY,-11.142038137177526,0.0,0
MAY,0.0,,0
MAY,39.20560747663552,724.0,1
MAY,0.0,,0
MAY,30.134561901283806,728.0,1
MAY,18.34296724470135,10.0,1
MAY,0.0,,0
MAY,0.0,4.0,1
MAY,0.0,-731.0,0
MAY,8.618899273104882,368.0,1
MAY,3.1464012278638784,2187.0,1
MAY,0.0,,0
MAY,0.0,721.0,1
MAY,0.0,,0
MAY,70.57843370626041,1097.0,1
MAY,0.0,,0
MAY,2.317227979803339,9.0,1
MAY,-13.973886946567236,728.0,1
MAY,3.3058823529411794,-9.0,0
MAY,80.64840217937322,365.0,1
MAY,0.0,,0
MAY,-21.961883099251125,0.0,0
MAY,0.0,,0
MAY,3.78912530439933,366.0,1
MAY,90.40520416960575,363.0,1
MAY,-1.4275776547802648,370.0,1
MAY,56.97434739365868,356.0,1
MAY,0.0,360.0,1
MAY,-19.87865498353237,0.0,0
MAY,0.0,4.0,1
MAY,46.85929285342884,355.0,1
MAY,0.0,361.0,1
MAY,-36.95782125452132,365.0,1
MAY,69.72149179660012,363.0,1
MAY,0.0,360.0,1
MAY,-17.041472423626963,2196.0,1
MAY,0.0,,0
MAY,76.03829030508645,0.0,0
MAY,0.0,,0
MAY,0.0,740.0,1
MAY,-1.6714076060369811,1465.0,1
MAY,0.0,731.0,1
MAY,0.0,4391.0,1
MAY,0.0,730.0,1
MAY,82.73026315789474,0.0,0
MAY,-8.983081032947462,,0
MAY,0.0,,0
MAY,-47.08104659987023,0.0,0
MAY,0.0,7.0,1
MAY,0.0,,0
MAY,-22.10327330613869,368.0,1
MAY,-23.543324016340573,727.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,-1.2806864737572266,0.0,0
MAY,-18.998,3644.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,-29.782532325510235,0.0,0
MAY,0.0,,0
MAY,41.35533553355336,363.0,1
MAY,0.0,2191.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,78.3461210571185,0.0,0
MAY,0.0,,0
MAY,0.0,364.0,1
MAY,0.0,,0
MAY,8.977388622173587,1099.0,1
MAY,0.0,0.0,0
MAY,0.0,6.0,1
MAY,12.700981415744405,736.0,1
MAY,0.0,3.0,1
MAY,-7.98560031329862,1469.0,1
MAY,0.0,2.0,1
MAY,0.0,1099.0,1
MAY,0.0,,0
MAY,-13.98404787142073,359.0,1
MAY,0.0,1095.0,1
MAY,0.0,,0
MAY,47.15085763077928,736.0,1
MAY,0.0,,0
MAY,0.0,1099.0,1
MAY,0.0,1827.0,1
MAY,0.0,,0
MAY,0.0,1092.0,1
MAY,0.0,,0
MAY,18.736346355718204,368.0,1
MAY,0.0,,0
MAY,0.0,1099.0,1
MAY,-31.634058969413065,0.0,0
MAY,0.0,5.0,1
MAY,0.0,1096.0,1
MAY,0.0,,0
MAY,-25.246143111869145,5.0,1
MAY,0.0,,0
MAY,0.0,4386.0,1
MAY,0.0,,0
MAY,0.0,1094.0,1
MAY,-45.70378275821179,1464.0,1
MAY,0.0,,0
MAY,-35.658723119647554,0.0,0
MAY,0.0,734.0,1
MAY,50.13033888109085,729.0,1
MAY,22.882466898751694,368.0,1
MAY,0.0,0.0,0
MAY,117.62814390321554,731.0,1
MAY,0.0,,0
MAY,0.0,-730.0,0
MAY,0.0,1094.0,1
MAY,0.0,0.0,0
MAY,0.0,10.0,1
MAY,0.0,,0
MAY,3.136966696321516,1096.0,1
MAY,0.0,,0
MAY,0.5017976275161932,3652.0,1
MAY,21.585006317562826,1101.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,0.0,1097.0,1
MAY,-59.49924826882346,733.0,1
MAY,0.0,364.0,1
MAY,8.128686628655,5.0,1
MAY,0.0,359.0,1
MAY,0.0,1101.0,1
MAY,-25.382660319025863,0.0,0
MAY,0.0,,0
MAY,26.57837406440759,366.0,1
MAY,0.0,,0
MAY,0.0,1092.0,1
MAY,0.0,,0
MAY,0.0,1097.0,1
MAY,0.0,359.0,1
MAY,-10.959499119546082,371.0,1
MAY,0.0,,0
MAY,0.0001805627780706,1094.0,1
MAY,0.0,,0
MAY,0.0,363.0,1
MAY,0.000224453959621,1100.0,1
MAY,-32.7667145210016,367.0,1
MAY,0.0,363.0,1
MAY,0.0,2192.0,1
MAY,0.0,3.0,1
MAY,0.0,1456.0,1
MAY,0.0,364.0,1
MAY,0.0,2186.0,1
MAY,-23.175631885936497,372.0,1
MAY,0.0,,0
MAY,0.0,6.0,1
MAY,20.616666666666674,1095.0,1
MAY,-16.376664638680456,367.0,1
MAY,0.0,366.0,1
MAY,0.0,1094.0,1
MAY,36.45095051997085,1097.0,1
MAY,0.0,6.0,1
MAY,-86.38183214556938,731.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,24.140870437968736,2194.0,1
MAY,0.0,,0
MAY,-0.0001663849215365,1096.0,1
MAY,0.0,4.0,1
MAY,0.0,1101.0,1
MAY,0.0,,0
MAY,65.13194501994862,1828.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,0.0,,0
MAY,-16.704299653505288,735.0,1
MAY,0.0,0.0,0
MAY,5.493418884176757,,0
MAY,0.0,358.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,-20.63328760859625,1096.0,1
MAY,0.0,1830.0,1
MAY,0.0,,0
MAY,0.2160322479422582,1828.0,1
MAY,0.0,,0
MAY,61.11687413554634,736.0,1
MAY,0.0,,0
MAY,24.176015124344907,1099.0,1
MAY,0.0,,0
MAY,16.246685304452086,1832.0,1
MAY,0.0,359.0,1
MAY,-25.102002892438456,0.0,0
MAY,0.0002004116455169,374.0,1
MAY,0.0,369.0,1
MAY,-3.352792804226088,372.0,1
MAY,0.0,,0
MAY,-5.475724497378313,371.0,1
MAY,-25.654025805566462,0.0,0
MAY,0.0,362.0,1
MAY,-15.95726313437535,735.0,1
MAY,18.32280701754386,2922.0,1
MAY,0.0,731.0,1
MAY,23.50926580201044,735.0,1
MAY,0.0,3.0,1
MAY,0.0,,0
MAY,0.0,731.0,1
MAY,49.48584486479624,4390.0,1
MAY,3.548237129017274,0.0,0
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,1095.0,1
MAY,0.0,,0
MAY,0.0,365.0,1
MAY,0.0,,0
MAY,-74.79608292238295,737.0,1
MAY,0.0084415584415655,0.0,0
MAY,0.0,,0
MAY,0.0,,0
MAY,5.1306912293459375,369.0,1
MAY,0.0,,0
MAY,201.5001030290542,371.0,1
MAY,0.0,730.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,187.3563218390805,374.0,1
MAY,-33.02393340270552,365.0,1
MAY,0.0,1826.0,1
MAY,0.0,0.0,0
MAY,8.019882625676162,370.0,1
MAY,0.0,1461.0,1
MAY,0.0,0.0,0
MAY,0.0,365.0,1
MAY,-9.224744795013978,0.0,0
MAY,0.0,,0
MAY,0.0,365.0,1
MAY,-11.581186708251506,1.0,1
MAY,114.7495246755394,1835.0,1
MAY,0.0,,0
MAY,-47.028053316800985,359.0,1
MAY,0.0,,0
MAY,292.44437735849056,371.0,1
MAY,0.0,365.0,1
MAY,-1.9415508507598331,723.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,3.0,1
MAY,0.0,8.0,1
MAY,671.103120135067,0.0,0
MAY,0.0,,0
MAY,-10.426949935172754,730.0,1
MAY,20.8955223880597,1470.0,1
MAY,0.0,,0
MAY,13.784660934920009,364.0,1
MAY,0.0,,0
MAY,49.86961770623744,1470.0,1
MAY,0.0,,0
MAY,0.5846393242191831,,0
MAY,139.74137931034485,9.0,1
MAY,0.0,,0
MAY,142.6664840218391,1105.0,1
MAY,-68.42293085908163,362.0,1
MAY,0.0,,0
MAY,0.0,359.0,1
MAY,0.0,1461.0,1
MAY,0.0,356.0,1
MAY,-10.277122479140086,359.0,1
MAY,0.0,,0
MAY,34.20358649789029,0.0,0
MAY,0.0,366.0,1
MAY,0.0,6.0,1
MAY,1231.5280184864243,0.0,0
MAY,0.0,,0
MAY,1.607292020451436,0.0,0
MAY,0.0,,0
MAY,95.27035810089536,0.0,0
MAY,0.0,,0
MAY,-37.1471762947096,0.0,0
MAY,0.0,,0
MAY,0.0002432385756975,,0
MAY,20.92643668971767,368.0,1
MAY,0.0,,0
MAY,-0.404973357015981,2192.0,1
MAY,0.0,,0
MAY,-25.20598717034925,361.0,1
MAY,0.0,,0
MAY,0.0,730.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,25.69501329009176,4.0,1
MAY,0.0,1461.0,1
MAY,0.0,372.0,1
MAY,0.0,371.0,1
MAY,125.43322475570034,1087.0,1
MAY,0.0,5839.0,1
MAY,0.0,,0
MAY,-27.620101549277443,1094.0,1
MAY,0.0,0.0,0
MAY,0.0,1470.0,1
MAY,0.0,,0
MAY,6.212083282289458,370.0,1
MAY,52.80248551281157,1090.0,1
MAY,0.0,,0
MAY,-27.16942369834577,734.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,-76.74684385382061,730.0,1
MAY,0.2162349176144963,2191.0,1
MAY,0.0,373.0,1
MAY,0.0,375.0,1
MAY,-45.90962100650047,734.0,1
MAY,0.0,370.0,1
MAY,95.6551255940258,736.0,1
MAY,0.0,1087.0,1
MAY,0.0,365.0,1
MAY,56.63551401869159,1094.0,1
MAY,0.0,362.0,1
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,0.9675858732462508,2560.0,1
MAY,0.0,373.0,1
MAY,-10.794668420115338,739.0,1
MAY,52.92865928659286,365.0,1
MAY,67.70091301294272,731.0,1
MAY,0.0,8.0,1
MAY,164.34706703910612,1098.0,1
MAY,0.0001469887876984,,0
MAY,4.8950622924853,369.0,1
MAY,16.916713624961023,1822.0,1
MAY,0.0,0.0,0
MAY,2.249074873260124,369.0,1
MAY,-12.674971105688972,732.0,1
MAY,0.0,366.0,1
MAY,38.8696647928378,365.0,1
MAY,16.63898916967508,0.0,0
MAY,20.35178981505107,371.0,1
MAY,0.0,1087.0,1
MAY,0.0,11.0,1
MAY,8.125269978401729,724.0,1
MAY,37.58765778401122,365.0,1
MAY,8.752946218127276,1462.0,1
MAY,0.0,0.0,0
MAY,0.6808537757643639,734.0,1
MAY,29.68881412952061,2556.0,1
MAY,0.0,,0
MAY,0.0,1089.0,1
MAY,6.568586995882002,727.0,1
MAY,0.0,730.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0013623978201622,2.0,1
MAY,0.0,0.0,0
MAY,13.1529263687854,2558.0,1
MAY,26.491840976429483,0.0,0
MAY,0.0,374.0,1
MAY,-3.6458333333333335,369.0,1
MAY,0.0,0.0,0
MAY,24.322749590834693,2925.0,1
MAY,169.2253782081232,1094.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,-9.380340084600949,4.0,1
MAY,0.0,1461.0,1
MAY,0.0,0.0,0
MAY,-0.0019893371528588,,0
MAY,-20.59704009782013,1097.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,-10.578488158955947,8.0,1
MAY,-27.42713745768573,,0
MAY,0.0,0.0,0
MAY,-0.0013349708976332,,0
MAY,-18.727280022469213,360.0,1
MAY,0.0,,0
MAY,0.0,366.0,1
MAY,-29.524062044279475,-360.0,0
MAY,-0.0273972602739726,0.0,0
MAY,49.99697208260159,1096.0,1
MAY,0.0,0.0,0
MAY,44.61517476960303,-4.0,0
MAY,0.0,363.0,1
MAY,12.576805550959172,366.0,1
MAY,0.0,-359.0,0
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,27.73921448027413,0.0,0
MAY,156.5743944636678,363.0,1
MAY,0.0,365.0,1
MAY,0.0,2.0,1
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,-15.055563885973244,374.0,1
MAY,9.586430341147324,736.0,1
MAY,314.86286320686423,5840.0,1
MAY,0.0,0.0,0
MAY,17.880592097521948,736.0,1
MAY,116.06457242582896,731.0,1
MAY,15.864563960153877,1092.0,1
MAY,7.406950188259985,372.0,1
MAY,136.58153846153846,,0
MAY,0.0,1105.0,1
MAY,-12.56562883998532,369.0,1
MAY,3.137118099645935e-05,0.0,0
MAY,0.0,1819.0,1
MAY,0.0,,0
MAY,-2.817173757943096,366.0,1
MAY,15.307692307692308,,0
MAY,266.2625923438549,5848.0,1
MAY,65.91967049619853,2185.0,1
MAY,69.23076923076923,,0
MAY,-10.652563981490232,367.0,1
MAY,92.0175331586187,3278.0,1
MAY,-18.350625753536317,370.0,1
MAY,0.0,,0
MAY,56.90103203601525,2200.0,1
MAY,0.0,,0
MAY,26.15478625521563,1099.0,1
MAY,6.852212368111132,2560.0,1
MAY,107.37277832455278,3647.0,1
MAY,0.0,,0
MAY,104.70167424421987,3287.0,1
MAY,0.0,373.0,1
MAY,41.981897175959446,373.0,1
MAY,155.45722713864308,3294.0,1
MAY,36.01388237703374,735.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,-5.642628533196191,1091.0,1
MAY,0.0,0.0,0
MAY,0.0,1095.0,1
MAY,12.897323180437317,1823.0,1
MAY,0.0,,0
MAY,9.603960396039604,362.0,1
MAY,1.1377994885343523,1464.0,1
MAY,0.0,,0
MAY,37.5,1092.0,1
MAY,0.0,,0
MAY,-29.701876608297244,726.0,1
MAY,0.0,1096.0,1
MAY,0.0,368.0,1
MAY,2.3884734634324283,361.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,0.0,741.0,1
MAY,42.49183169967326,730.0,1
MAY,-12.562709488027696,366.0,1
MAY,0.0,1461.0,1
MAY,0.0,,0
MAY,0.0,2562.0,1
MAY,-25.933664142073653,1094.0,1
MAY,0.0,0.0,0
MAY,-14.047592322370637,362.0,1
MAY,69.4664461658978,3648.0,1
MAY,0.0,4.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,33.01440432970284,10.0,1
MAY,-0.0689834899514119,370.0,1
MAY,0.0,,0
MAY,-34.423979456300366,0.0,0
MAY,1.0637704179098155,7.0,1
MAY,0.0,725.0,1
MAY,-32.51403797147175,731.0,1
MAY,0.0,365.0,1
MAY,-44.57813788753578,0.0,0
MAY,52.163996251256165,0.0,0
MAY,-17.471988539603416,1089.0,1
MAY,-32.06241348936707,0.0,0
MAY,189.8286361705141,2551.0,1
MAY,75.48375732870333,2913.0,1
MAY,0.0,0.0,0
MAY,-12.707219537885884,-1.0,0
MAY,29.03563229320908,2192.0,1
MAY,-1.843610934520024,365.0,1
MAY,346.1871854578232,2557.0,1
MAY,1.34124493501184,0.0,0
MAY,58.06248233580449,2551.0,1
MAY,0.0,370.0,1
MAY,-15.03462117410939,0.0,0
MAY,18.94997536716244,2548.0,1
MAY,54.59136523654754,367.0,1
MAY,0.0,0.0,0
MAY,0.0,1090.0,1
MAY,0.0,0.0,0
MAY,0.0,731.0,1
MAY,28.14287819714082,727.0,1
MAY,1.3417812528084894,736.0,1
MAY,0.0,367.0,1
MAY,29.22352420610152,732.0,1
MAY,33.33333333333333,1824.0,1
MAY,0.0,729.0,1
MAY,0.0,1820.0,1
MAY,-14.258770686610116,365.0,1
MAY,0.0,725.0,1
MAY,-41.5078279373765,1093.0,1
MAY,24.59749959408995,737.0,1
MAY,0.0,,0
MAY,0.0,731.0,1
MAY,137.60654273885865,362.0,1
MAY,33.60683188211656,732.0,1
MAY,0.0,1092.0,1
MAY,0.0,0.0,0
MAY,-15.145296519029014,7.0,1
MAY,0.0,730.0,1
MAY,0.0,2196.0,1
MAY,-0.2700511031549292,723.0,1
MAY,0.0,,0
MAY,0.0,362.0,1
MAY,-0.0002037112108361,368.0,1
MAY,0.0,363.0,1
MAY,-0.6065015332521995,370.0,1
MAY,0.0,729.0,1
MAY,0.0,-2.0,0
MAY,-16.82383267530265,8.0,1
MAY,13.87544237887971,2557.0,1
MAY,-12.269413975874858,0.0,0
MAY,5.804700550664591,2928.0,1
MAY,18.928226585130357,1090.0,1
MAY,0.0,-361.0,0
MAY,0.0,,0
MAY,0.5696018599244511,0.0,0
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,4018.0,1
MAY,-54.62532547403396,365.0,1
MAY,-0.0368421052631543,0.0,0
MAY,0.0,1461.0,1
MAY,-39.92238419821882,0.0,0
MAY,0.0,3.0,1
MAY,0.0,,0
MAY,60.47519528573386,736.0,1
MAY,0.0,,0
MAY,8.74439461883408,0.0,0
MAY,0.0,9.0,1
MAY,58.38318236198942,,0
MAY,0.0,0.0,0
MAY,27.95271115152893,732.0,1
MAY,-9.88661000364537,728.0,1
MAY,33.974612934408825,369.0,1
MAY,0.0,4.0,1
MAY,0.0,1106.0,1
MAY,180.44948547019607,1835.0,1
MAY,0.0,0.0,0
MAY,0.0,730.0,1
MAY,34.729937898866936,739.0,1
MAY,0.0,1461.0,1
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,0.0,739.0,1
MAY,8.23751112351905,1092.0,1
MAY,0.0,,0
MAY,-3.7511845565765416,0.0,0
MAY,0.0,2195.0,1
MAY,-37.17575120622941,734.0,1
MAY,0.0,,0
MAY,-24.171496089574063,0.0,0
MAY,0.0,,0
MAY,0.0,365.0,1
MAY,68.72105915345983,1463.0,1
MAY,0.0,,0
MAY,0.0,366.0,1
MAY,-27.36859220031124,,0
MAY,-16.490047800905433,733.0,1
MAY,38.37192298318303,1455.0,1
MAY,0.0,371.0,1
MAY,-10.199298833930346,732.0,1
MAY,0.0,,0
MAY,-3.8727524204702575,731.0,1
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,0.0,2191.0,1
MAY,0.0,0.0,0
MAY,-6.250809367746819,365.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,-19.60466335076981,728.0,1
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,11.0,1
MAY,0.0,,0
MAY,-10.55886233394768,365.0,1
MAY,6.653809064609451,735.0,1
MAY,0.0,,0
MAY,7.332058383891664,735.0,1
MAY,0.0,370.0,1
MAY,0.0,364.0,1
MAY,0.0,,0
MAY,0.0181890075128523,725.0,1
MAY,0.0,735.0,1
MAY,0.0,,0
MAY,0.0,365.0,1
MAY,0.0,369.0,1
MAY,-11.114434024736711,0.0,0
MAY,-2.268817204301081,0.0,0
MAY,2.8350923482849613,732.0,1
MAY,0.0,734.0,1
MAY,0.0,730.0,1
MAY,0.0166100415251058,356.0,1
MAY,0.0,366.0,1
MAY,-0.0944333087603574,729.0,1
MAY,0.0,365.0,1
MAY,0.0,0.0,0
MAY,-98.16163146970644,0.0,0
MAY,0.0,365.0,1
MAY,16.93601366443306,720.0,1
MAY,0.0,6.0,1
MAY,3.3047619047619032,1461.0,1
MAY,0.0,0.0,0
MAY,0.0,365.0,1
MAY,0.0,362.0,1
MAY,0.0,4.0,1
MAY,0.1514896482073782,729.0,1
MAY,0.0,,0
MAY,0.0,365.0,1
MAY,0.0,736.0,1
MAY,29.49713947940636,1089.0,1
MAY,3.708950418544752,5.0,1
MAY,0.0,1452.0,1
MAY,0.0,1.0,1
MAY,-2.2412565944019094,731.0,1
MAY,0.0,0.0,0
MAY,0.0,0.0,0
MAY,0.0,367.0,1
MAY,0.0,0.0,0
MAY,0.0,366.0,1
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,-8.346735117073111,1092.0,1
MAY,0.0,358.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,0.0,,0
MAY,-1.9217787875794416,11.0,1
MAY,0.0,0.0,0
MAY,0.0,363.0,1
MAY,0.0,361.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,18.933245573309986,731.0,1
MAY,14.265173366594777,0.0,0
MAY,-0.019999999999998,0.0,0
MAY,4.050412312237786,731.0,1
MAY,0.0,364.0,1
MAY,66.66666666666666,3.0,1
MAY,-46.7294161028277,725.0,1
MAY,0.0,,0
MAY,21.607601293916908,1094.0,1
MAY,0.0,731.0,1
MAY,0.0,368.0,1
MAY,0.0,0.0,0
MAY,0.0,363.0,1
MAY,0.0,0.0,0
MAY,-43.410749124729406,0.0,0
MAY,0.0,363.0,1
MAY,-58.84499589453517,,0
MAY,0.0,731.0,1
MAY,0.0,365.0,1
MAY,0.0,,0
MAY,79.01840490797547,0.0,0
MAY,-20.26290264944612,728.0,1
MAY,0.0,,0
MAY,16.8,0.0,0
MAY,0.0,,0
MAY,-26.49748832372304,370.0,1
MAY,0.0,9.0,1
MAY,0.0,,0
MAY,-9.36925601750547,726.0,1
MAY,0.0,723.0,1
MAY,0.0,,0
MAY,-13.694596235579832,367.0,1
MAY,-0.93344425956739,-366.0,0
MAY,0.8785870640798844,357.0,1
MAY,0.0,0.0,0
MAY,-1.254612546125467,0.0,0
MAY,-13.201540056271286,1091.0,1
MAY,0.0,1.0,1
MAY,0.0,4.0,1
MAY,0.0,,0
MAY,-23.637100798403196,370.0,1
MAY,0.0,5.0,1
MAY,0.0,0.0,0
MAY,0.0,361.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,31.05614086789951,1103.0,1
MAY,0.0,359.0,1
MAY,0.0,367.0,1
MAY,2.6248813734794227,734.0,1
MAY,0.0,4.0,1
MAY,18.008981305217933,0.0,0
MAY,0.0,366.0,1
MAY,45.32680580606373,1095.0,1
MAY,0.0,731.0,1
MAY,0.9080182629661836,366.0,1
MAY,0.0,0.0,0
MAY,190.654296875,728.0,1
MAY,3.463806037569179,734.0,1
MAY,0.0,371.0,1
MAY,0.0,,0
MAY,-40.30986598750834,727.0,1
MAY,0.0,4.0,1
MAY,264.20236042965126,365.0,1
MAY,0.0,,0
MAY,-38.07154792647729,0.0,0
MAY,114.31230610134438,1096.0,1
MAY,0.0,362.0,1
MAY,6.014276639498704,1096.0,1
MAY,0.0,735.0,1
MAY,0.0,6.0,1
MAY,0.0,368.0,1
MAY,0.0,-2566.0,0
MAY,0.0,0.0,0
MAY,47.19626168224299,368.0,1
MAY,101.92000000000002,,0
MAY,-11.268955465263716,737.0,1
MAY,-14.64686707714596,738.0,1
MAY,-14.08570560226928,366.0,1
MAY,100.0,,0
MAY,6.44750329477229,2196.0,1
MAY,0.0,722.0,1
MAY,0.0,,0
MAY,31.649466804265565,374.0,1
MAY,94.83421969753488,737.0,1
MAY,0.0,,0
MAY,0.0,1101.0,1
MAY,0.0,,0
MAY,40.2315573590892,1821.0,1
MAY,-14.104359261981214,371.0,1
MAY,0.0,,0
MAY,1.68455503681956,1091.0,1
MAY,0.0,732.0,1
MAY,0.0,,0
MAY,20.959809230463517,1461.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,1455.0,1
MAY,0.0,,0
MAY,-32.33039884139098,728.0,1
MAY,0.0,1092.0,1
MAY,0.0,,0
MAY,31.08134282075311,3278.0,1
MAY,0.0,725.0,1
MAY,0.0,0.0,0
MAY,81.64000000000001,,0
MAY,-24.72995340242095,9.0,1
MAY,0.0,,0
MAY,31.77968577720855,735.0,1
MAY,-41.6883030424073,367.0,1
MAY,0.0,,0
MAY,126.9299533409887,722.0,1
MAY,0.0,,0
MAY,158.57414280664548,,0
MAY,-16.502177648140005,364.0,1
MAY,90.45538461538465,,0
MAY,0.0,369.0,1
MAY,-33.52124376928555,0.0,0
MAY,0.0,0.0,0
MAY,104.15384615384616,,0
MAY,5.903957783641161,365.0,1
MAY,-51.19094103865678,359.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,-12.432016700543874,10.0,1
MAY,56.17529880478087,-10924.0,0
MAY,0.0,,0
MAY,427.3177786007796,2551.0,1
MAY,-81.5131914893617,4751.0,1
MAY,-0.6615384615384545,,0
MAY,104.6983664887595,1092.0,1
MAY,22.21124093659075,-1.0,0
MAY,15.117162761241293,1099.0,1
MAY,154.08400000000003,,0
MAY,-17.29444896701943,370.0,1
MAY,38.500088857295175,366.0,1
MAY,50.79047401576917,1099.0,1
MAY,31.93719599639261,366.0,1
MAY,-11.6,1096.0,1
MAY,0.0,,0
MAY,86.687306501548,1095.0,1
MAY,-12.517275186335777,1094.0,1
MAY,0.0,,0
MAY,0.0,1470.0,1
MAY,0.0,,0
MAY,5.337763863012112,1096.0,1
MAY,0.0,0.0,0
MAY,0.0,374.0,1
MAY,8.529176760054282,0.0,0
MAY,0.0,4757.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,18.97302001740644,1461.0,1
MAY,0.0,,0
MAY,0.0,1091.0,1
MAY,67.10716367230066,363.0,1
MAY,0.0,,0
MAY,207.6469914415225,1456.0,1
MAY,0.0,0.0,0
MAY,9.122430043463396,359.0,1
MAY,0.0,-4.0,0
MAY,0.0,,0
MAY,-31.700786041288765,363.0,1
MAY,0.0,0.0,0
MAY,-28.369929728181187,366.0,1
MAY,73.50514050719671,374.0,1
MAY,-19.23054793732379,368.0,1
MAY,0.0,365.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,0.0,,0
MAY,8.106017261247606,0.0,0
MAY,0.0,365.0,1
MAY,0.0,6.0,1
MAY,0.0,,0
MAY,-20.09509654422504,372.0,1
MAY,0.0,367.0,1
MAY,-0.1123141201311829,1458.0,1
MAY,26.02450015454943,1091.0,1
MAY,0.0,722.0,1
MAY,0.0,,0
MAY,-31.41818240978752,1832.0,1
MAY,0.0,367.0,1
MAY,-27.18117586879376,0.0,0
MAY,0.0,737.0,1
MAY,0.2454630060493268,0.0,0
MAY,0.0,,0
MAY,0.0,5.0,1
MAY,0.0,365.0,1
MAY,0.0,367.0,1
MAY,7.376469832294543,1100.0,1
MAY,0.0,0.0,0
MAY,14.587209302325585,0.0,0
MAY,0.0,,0
MAY,0.2202516714596645,0.0,0
MAY,0.0,364.0,1
MAY,0.0,0.0,0
MAY,1.7213877442509695,1094.0,1
MAY,88.40509311496226,374.0,1
MAY,-9.713327694538432,1095.0,1
MAY,0.0,,0
MAY,0.0,370.0,1
MAY,0.0,722.0,1
MAY,-32.03153483747247,731.0,1
MAY,0.0,-9.0,0
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,54.74895315618519,6215.0,1
MAY,0.0,357.0,1
MAY,12.07847441349981,364.0,1
MAY,0.0,1459.0,1
MAY,0.0,0.0,0
MAY,-16.307067210925304,0.0,0
MAY,-4.7120212105827255,1827.0,1
MAY,-25.463083101637316,365.0,1
MAY,1.3699230075240545,1.0,1
MAY,1.6680297877835653,2195.0,1
MAY,0.0,1460.0,1
MAY,0.0,5.0,1
MAY,19.12865852116061,1103.0,1
MAY,0.0,361.0,1
MAY,0.0,1094.0,1
MAY,-7.435231794288802,364.0,1
MAY,-1.0026591584545548,4382.0,1
MAY,5.162815526576678,365.0,1
MAY,-53.27790959675347,4742.0,1
MAY,0.0,722.0,1
MAY,-5.845231028773152,361.0,1
MAY,40.12779455734818,1101.0,1
MAY,0.0,368.0,1
MAY,0.0,732.0,1
MAY,0.0,9.0,1
MAY,9.823302416897969,371.0,1
MAY,-12.198975663642756,362.0,1
MAY,0.0,2556.0,1
MAY,11.589461368462093,6215.0,1
MAY,0.0,1104.0,1
MAY,0.0,0.0,0
MAY,-66.48474178403757,4755.0,1
MAY,11.474915667838951,362.0,1
MAY,0.0,365.0,1
MAY,21.03871312890596,3652.0,1
