REPORT_MONTH,COST_OVERRUN_PCT,SCHEDULE_CHANGE_DAYS,DELAY_INDICATOR
JUNE,0.0,-9.0,0
JUNE,0.0,,0
JUNE,0.0,372.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,6.0,1
JUNE,0.0,,0
JUNE,0.0,359.0,1
JUNE,0.0,1092.0,1
JUNE,0.0,0.0,0
JUNE,13.326275392046592,4.0,1
JUNE,0.0,2199.0,1
JUNE,0.0,365.0,1
JUNE,0.0,731.0,1
JUNE,0.0,2556.0,1
JUNE,17.27852348993289,736.0,1
JUNE,-27.84755305326982,,0
JUNE,0.0,,0
JUNE,0.0,0.0,0
JUNE,0.0,1.0,1
JUNE,0.0,731.0,1
JUNE,0.0,6.0,1
JUNE,0.0,1837.0,1
JUNE,43.30728209813403,2549.0,1
JUNE,80.7702974726012,2192.0,1
JUNE,0.0,727.0,1
JUNE,0.0,0.0,0
JUNE,0.0,370.0,1
JUNE,0.0,373.0,1
JUNE,0.0,0.0,0
JUNE,0.0,368.0,1
JUNE,0.0,9.0,1
JUNE,0.0,726.0,1
JUNE,0.0,362.0,1
JUNE,0.0,370.0,1
JUNE,0.0,0.0,0
JUNE,19.79758904323701,3288.0,1
JUNE,0.0,0.0,0
JUNE,6.198128200600393,2193.0,1
JUNE,-3.0534119219784928,363.0,1
JUNE,0.0,0.0,0
JUNE,0.0,1468.0,1
JUNE,0.0,0.0,0
JUNE,18.081914030819146,0.0,0
JUNE,-12.639696751846287,1097.0,1
JUNE,-3.729680125852122,729.0,1
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,729.0,1
JUNE,0.0,0.0,0
JUNE,0.0,366.0,1
JUNE,0.0,0.0,0
JUNE,38.02338352888038,0.0,0
JUNE,2.974912451920313,0.0,0
JUNE,0.0,5.0,1
JUNE,-0.883069427527405,722.0,1
JUNE,0.0,728.0,1
JUNE,0.0,731.0,1
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,1.0,1
JUNE,0.0,0.0,0
JUNE,-1.7043478260869551,732.0,1
JUNE,4.587381625876281,728.0,1
JUNE,0.0,735.0,1
JUNE,-11.884623725872917,368.0,1
JUNE,-22.41077954682684,368.0,1
JUNE,0.0,365.0,1
JUNE,0.0,11.0,1
JUNE,0.0,1099.0,1
JUNE,0.0,730.0,1
JUNE,0.0,736.0,1
JUNE,0.0,729.0,1
JUNE,6.44798199067375,724.0,1
JUNE,0.0,1096.0,1
JUNE,0.0,373.0,1
JUNE,0.0,728.0,1
JUNE,-24.783267034518158,738.0,1
JUNE,0.0,1092.0,1
JUNE,23.473374975043495,2924.0,1
JUNE,0.0,362.0,1
JUNE,0.0,362.0,1
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,-354.0,0
JUNE,0.0,-1.0,0
JUNE,0.0,-354.0,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,728.0,1
JUNE,0.0,360.0,1
JUNE,41.168425166080496,363.0,1
JUNE,0.0,0.0,0
JUNE,0.0,365.0,1
JUNE,0.0,372.0,1
JUNE,0.0,734.0,1
JUNE,0.0,1091.0,1
JUNE,0.0,1096.0,1
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,7.807092785944583,0.0,0
JUNE,0.0,732.0,1
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,1452.0,1
JUNE,0.0,1469.0,1
JUNE,114.13199874882704,371.0,1
JUNE,0.0,1826.0,1
JUNE,51.052563605837534,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,361.0,1
JUNE,0.0,1104.0,1
JUNE,0.0,1465.0,1
JUNE,0.0,1463.0,1
JUNE,0.0,1463.0,1
JUNE,0.0,361.0,1
JUNE,0.0,361.0,1
JUNE,0.0,5.0,1
JUNE,0.0,365.0,1
JUNE,0.0,11.0,1
JUNE,0.0,0.0,0
JUNE,0.0,1091.0,1
JUNE,0.0,728.0,1
JUNE,0.0,,0
JUNE,0.0,366.0,1
JUNE,0.0,1094.0,1
JUNE,0.0,0.0,0
JUNE,0.0,731.0,1
JUNE,0.0,365.0,1
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,732.0,1
JUNE,0.0,371.0,1
JUNE,0.0,366.0,1
JUNE,0.0,0.0,0
JUNE,0.0,2192.0,1
JUNE,0.0,2194.0,1
JUNE,0.0,734.0,1
JUNE,0.0,0.0,0
JUNE,0.0,365.0,1
JUNE,0.0,366.0,1
JUNE,0.0,369.0,1
JUNE,0.0,365.0,1
JUNE,0.0,730.0,1
JUNE,-14.384172947243169,366.0,1
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,2558.0,1
JUNE,0.0,730.0,1
JUNE,0.0,728.0,1
JUNE,0.0,0.0,0
JUNE,0.0,367.0,1
JUNE,0.0,0.0,0
JUNE,0.0,369.0,1
JUNE,-3.005473770101647,1834.0,1
JUNE,0.0,734.0,1
JUNE,0.0,376.0,1
JUNE,-12.146144550433242,738.0,1
JUNE,0.0,3.0,1
JUNE,0.0,372.0,1
JUNE,0.0,360.0,1
JUNE,0.0,363.0,1
JUNE,0.0,360.0,1
JUNE,0.0,731.0,1
JUNE,0.0,365.0,1
JUNE,0.0,,0
JUNE,0.0,365.0,1
JUNE,0.0,2552.0,1
JUNE,-25.463083101637316,365.0,1
JUNE,1.3699230075240545,1.0,1
JUNE,0.0,6.0,1
JUNE,0.0,2557.0,1
JUNE,0.0,362.0,1
JUNE,-5.845231028773152,361.0,1
JUNE,0.0,2561.0,1
JUNE,0.0,2559.0,1
JUNE,0.0,368.0,1
JUNE,0.0,2192.0,1
JUNE,5.162815526576678,365.0,1
JUNE,0.0,5.0,1
JUNE,40.2315573590892,1821.0,1
JUNE,-14.64686707714596,738.0,1
JUNE,6.44750329477229,2196.0,1
JUNE,0.0,722.0,1
JUNE,94.83421969753488,737.0,1
JUNE,0.0,1101.0,1
JUNE,20.959809230463517,1461.0,1
JUNE,31.08134282075311,3278.0,1
JUNE,-11.6,1096.0,1
JUNE,0.0,6.0,1
JUNE,11.99770744443737,367.0,1
JUNE,-31.41818240978752,1829.0,1
JUNE,0.0,737.0,1
JUNE,0.0,5.0,1
JUNE,0.0,365.0,1
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,,0
JUNE,38.500088857295175,366.0,1
JUNE,104.6983664887595,1092.0,1
JUNE,17.880592097521948,736.0,1
JUNE,15.864563960153877,1092.0,1
JUNE,0.0,1105.0,1
JUNE,3.137118099645935e-05,0.0,0
JUNE,107.37277832455278,3647.0,1
JUNE,266.2625923438549,5845.0,1
JUNE,65.91967049619853,2185.0,1
JUNE,92.0175331586187,3278.0,1
JUNE,56.90103203601525,2200.0,1
JUNE,26.15478625521563,1099.0,1
JUNE,0.0,739.0,1
JUNE,6.653809064609451,735.0,1
JUNE,31.77968577720855,735.0,1
JUNE,126.9299533409887,722.0,1
JUNE,158.57414280664548,,0
JUNE,0.0,369.0,1
JUNE,0.0,0.0,0
JUNE,5.903957783641161,365.0,1
JUNE,0.0,,0
JUNE,56.17529880478087,-10924.0,0
JUNE,427.3177786007796,2551.0,1
JUNE,15.117162761241293,1099.0,1
JUNE,88.40509311496226,374.0,1
JUNE,0.0,370.0,1
JUNE,0.0,369.0,1
JUNE,-2.268817204301081,0.0,0
JUNE,0.0,366.0,1
JUNE,0.0,365.0,1
JUNE,0.0,365.0,1
JUNE,0.0,6.0,1
JUNE,0.0,365.0,1
JUNE,0.0,362.0,1
JUNE,0.0,,0
JUNE,0.0,361.0,1
JUNE,0.0,,0
JUNE,0.0,367.0,1
JUNE,0.0,4.0,1
JUNE,0.0,366.0,1
JUNE,0.9080182629661836,366.0,1
JUNE,0.0,365.0,1
JUNE,-0.019999999999998,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,363.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,374.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,0.0,0
JUNE,0.0,,0
JUNE,314.86286320686423,5840.0,1
JUNE,0.0,0.0,0
JUNE,0.0,,0
JUNE,3.708950418544752,5.0,1
JUNE,0.0,1.0,1
JUNE,0.0,0.0,0
JUNE,0.0,366.0,1
JUNE,0.0,,0
JUNE,73.50514050719671,374.0,1
JUNE,190.654296875,728.0,1
JUNE,0.0,,0
JUNE,0.0,2563.0,1
JUNE,58.06248233580449,2551.0,1
JUNE,18.94997536716244,2548.0,1
JUNE,13.87544237887971,2557.0,1
JUNE,5.804700550664591,2928.0,1
JUNE,0.0,2192.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,-27.36859220031124,,0
JUNE,38.37192298318303,1455.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,2191.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,4018.0,1
JUNE,346.1871854578232,2557.0,1
JUNE,0.0,1461.0,1
JUNE,29.03563229320908,2192.0,1
JUNE,189.8286361705141,2551.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,367.0,1
JUNE,33.33333333333333,1824.0,1
JUNE,0.0,1820.0,1
JUNE,-41.5078279373765,1093.0,1
JUNE,0.0,,0
JUNE,137.60654273885865,362.0,1
JUNE,0.0,0.0,0
JUNE,0.0,730.0,1
JUNE,0.0,,0
JUNE,0.0,363.0,1
JUNE,0.0,-2.0,0
JUNE,0.0,731.0,1
JUNE,0.0,1090.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,725.0,1
JUNE,-32.51403797147175,731.0,1
JUNE,52.163996251256165,0.0,0
JUNE,75.48375732870333,2913.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,9.0,1
JUNE,8.752946218127276,1462.0,1
JUNE,0.0,374.0,1
JUNE,29.68881412952061,2556.0,1
JUNE,0.0,1089.0,1
JUNE,0.0,730.0,1
JUNE,0.0013623978201622,2.0,1
JUNE,13.1529263687854,2558.0,1
JUNE,156.5743944636678,363.0,1
JUNE,41.981897175959446,373.0,1
JUNE,155.45722713864308,3294.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,1095.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,1096.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,42.49183169967326,730.0,1
JUNE,0.0,1461.0,1
JUNE,0.0,1087.0,1
JUNE,38.8696647928378,365.0,1
JUNE,0.0,366.0,1
JUNE,0.0,0.0,0
JUNE,27.95271115152893,732.0,1
JUNE,33.974612934408825,369.0,1
JUNE,0.0,1106.0,1
JUNE,0.0,730.0,1
JUNE,0.0,1461.0,1
JUNE,69.4664461658978,-4.0,0
JUNE,0.0,730.0,1
JUNE,0.0,,0
JUNE,0.0,1461.0,1
JUNE,-0.0019893371528588,,0
JUNE,104.70167424421987,3287.0,1
JUNE,0.0,,0
JUNE,-0.0013349708976332,,0
JUNE,0.0,,0
JUNE,-0.0273972602739726,0.0,0
JUNE,0.0,0.0,0
JUNE,44.61517476960303,-4.0,0
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,24.322749590834693,2925.0,1
JUNE,37.58765778401122,365.0,1
JUNE,0.0001469887876984,,0
JUNE,-27.42713745768573,,0
JUNE,0.0,,0
JUNE,0.0,4.0,1
JUNE,0.0,,0
JUNE,0.0002432385756975,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,730.0,1
JUNE,0.0,,0
JUNE,0.0,362.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,734.0,1
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,364.0,1
JUNE,0.0,359.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,6.0,1
JUNE,0.0,366.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,0.0,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,373.0,1
JUNE,0.0,375.0,1
JUNE,0.0,370.0,1
JUNE,0.0,1087.0,1
JUNE,0.0,362.0,1
JUNE,0.0,,0
JUNE,0.0,373.0,1
JUNE,0.0,371.0,1
JUNE,0.0,359.0,1
JUNE,0.0,356.0,1
JUNE,0.0,,0
JUNE,0.0,3.0,1
JUNE,0.0,2.0,1
JUNE,0.0,,0
JUNE,0.0,363.0,1
JUNE,0.0,3.0,1
JUNE,0.0,364.0,1
JUNE,0.0,365.0,1
JUNE,0.0,6.0,1
JUNE,0.0,366.0,1
JUNE,0.0,6.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,371.0,1
JUNE,43.2844827586207,2189.0,1
JUNE,0.0,5.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,3.0,1
JUNE,0.0,359.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,5.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,5.493418884176757,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,357.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,359.0,1
JUNE,0.0,369.0,1
JUNE,0.0,4.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,730.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,730.0,1
JUNE,0.0,730.0,1
JUNE,0.0,730.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,4391.0,1
JUNE,0.0,730.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,365.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,-731.0,0
JUNE,0.0,362.0,1
JUNE,0.0,6.0,1
JUNE,0.0,5.0,1
JUNE,0.0,4.0,1
JUNE,0.0,368.0,1
JUNE,0.0,363.0,1
JUNE,0.0,363.0,1
JUNE,0.0,365.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,365.0,1
JUNE,0.0,,0
JUNE,0.0,0.0,0
JUNE,0.0,1.0,1
JUNE,0.0,-2566.0,0
JUNE,-11.96752595659346,724.0,1
JUNE,-10.936770881941204,-720.0,0
JUNE,-13.10765995308582,1468.0,1
JUNE,19.235653623303435,723.0,1
JUNE,0.0,,0
JUNE,0.0,365.0,1
JUNE,0.0,,0
JUNE,0.0,730.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,365.0,1
JUNE,0.0,365.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,365.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,1826.0,1
JUNE,0.0,2191.0,1
JUNE,0.0,1096.0,1
JUNE,0.0,,0
JUNE,0.0,1096.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,730.0,1
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,0.0,,0
JUNE,3.3058823529411794,-9.0,0
JUNE,0.0,365.0,1
JUNE,0.0,,0
JUNE,0.0,360.0,1
JUNE,0.0,4.0,1
JUNE,0.0,361.0,1
JUNE,0.0,,0
JUNE,0.0,360.0,1
JUNE,0.0,7.0,1
JUNE,0.0,360.0,1
JUNE,0.0,358.0,1
JUNE,0.0,360.0,1
JUNE,0.0,362.0,1
JUNE,0.0,,0
JUNE,0.0,361.0,1
JUNE,0.0,365.0,1
JUNE,0.0,359.0,1
JUNE,0.0,,0
JUNE,0.0,10.0,1
JUNE,0.0,365.0,1
JUNE,0.0,364.0,1
JUNE,-36.95782125452132,365.0,1
JUNE,-9.380340084600949,5.0,1
JUNE,0.5017976275161932,3652.0,1
JUNE,-2.9650196587086044,735.0,1
JUNE,23.50926580201044,735.0,1
JUNE,0.0,1093.0,1
JUNE,0.0,0.0,0
JUNE,-5.272004188212395,731.0,1
JUNE,0.0,741.0,1
JUNE,0.0,0.0,0
JUNE,-10.578488158955947,363.0,1
JUNE,0.0,1465.0,1
JUNE,0.0,-376.0,0
JUNE,0.0,359.0,1
JUNE,0.0,731.0,1
JUNE,30.012368550395085,1092.0,1
JUNE,-47.08104659987023,0.0,0
JUNE,0.0,361.0,1
JUNE,-18.727280022469213,360.0,1
JUNE,0.0,732.0,1
JUNE,0.0,1103.0,1
JUNE,0.0,0.0,0
JUNE,7.342779073079645,374.0,1
JUNE,-12.517275186335777,1095.0,1
JUNE,0.0,734.0,1
JUNE,0.0,359.0,1
JUNE,-7.6229907452508545,1099.0,1
JUNE,0.0,0.0,0
JUNE,0.0,735.0,1
JUNE,0.0,0.0,0
JUNE,-1.322299575287877,1467.0,1
JUNE,-11.285449030665792,4.0,1
JUNE,0.0,0.0,0
JUNE,-7.98560031329862,1469.0,1
JUNE,0.0,360.0,1
JUNE,32.30625689162826,736.0,1
JUNE,0.0,730.0,1
JUNE,-27.16942369834577,734.0,1
JUNE,0.0,732.0,1
JUNE,0.0,1460.0,1
JUNE,3.3047619047619032,1462.0,1
JUNE,0.0,4387.0,1
JUNE,0.0,363.0,1
JUNE,0.0,1104.0,1
JUNE,0.0,723.0,1
JUNE,-9.713327694538432,1096.0,1
JUNE,-9.88661000364537,728.0,1
JUNE,0.0,1107.0,1
JUNE,0.0,0.0,0
JUNE,0.0,374.0,1
JUNE,0.0,737.0,1
JUNE,3.1464012278638784,1455.0,1
JUNE,-29.81807937263016,729.0,1
JUNE,180.44948547019607,1835.0,1
JUNE,0.0,733.0,1
JUNE,0.0,0.0,0
JUNE,-25.382660319025863,0.0,0
JUNE,-0.0944333087603574,731.0,1
JUNE,36.89239212508518,734.0,1
JUNE,7.406950188259985,372.0,1
JUNE,12.916810359482987,733.0,1
JUNE,12.576805550959172,366.0,1
JUNE,11.77802120357886,733.0,1
JUNE,0.0,0.0,0
JUNE,-8.346735117073111,1092.0,1
JUNE,30.1855354167448,1091.0,1
JUNE,-13.201540056271286,1092.0,1
JUNE,0.0,1452.0,1
JUNE,-10.277122479140086,359.0,1
JUNE,0.0,1468.0,1
JUNE,0.0,4.0,1
JUNE,2.3884734634324283,361.0,1
JUNE,11.953647972098778,366.0,1
JUNE,26.491840976429483,0.0,0
JUNE,-2.2412565944019094,731.0,1
JUNE,0.0,1822.0,1
JUNE,0.0,734.0,1
JUNE,-10.794668420115338,739.0,1
JUNE,36.01388237703374,735.0,1
JUNE,0.0,361.0,1
JUNE,29.49713947940636,1089.0,1
JUNE,201.5001030290542,371.0,1
JUNE,0.0,1098.0,1
JUNE,-21.961883099251125,0.0,0
JUNE,1.1377994885343523,1464.0,1
JUNE,0.0,6.0,1
JUNE,11.515475306517928,365.0,1
JUNE,0.0,0.0,0
JUNE,0.0,1098.0,1
JUNE,0.0,1102.0,1
JUNE,5.337763863012112,1097.0,1
JUNE,70.57843370626041,1097.0,1
JUNE,-18.350625753536317,370.0,1
JUNE,0.0,360.0,1
JUNE,0.0,1817.0,1
JUNE,-25.654025805566462,0.0,0
JUNE,0.0,362.0,1
JUNE,31.93719599639261,366.0,1
JUNE,0.0,738.0,1
JUNE,30.95311907960457,733.0,1
JUNE,3.548237129017274,0.0,0
JUNE,0.0,360.0,1
JUNE,0.0,0.0,0
JUNE,4.050412312237786,731.0,1
JUNE,-3.696176495794506,1454.0,1
JUNE,0.0,737.0,1
JUNE,-25.20598717034925,361.0,1
JUNE,2.249074873260124,369.0,1
JUNE,-0.6135258489987938,1099.0,1
JUNE,41.35533553355336,363.0,1
JUNE,1.607292020451436,0.0,0
JUNE,6.509699392862436,728.0,1
JUNE,16.863228304875907,737.0,1
JUNE,0.0,0.0,0
JUNE,0.6808537757643639,735.0,1
JUNE,-74.79608292238295,737.0,1
JUNE,0.0,720.0,1
JUNE,6.274679973963987,1101.0,1
JUNE,-1.9217787875794416,11.0,1
JUNE,20.35178981505107,371.0,1
JUNE,-45.90962100650047,734.0,1
JUNE,-37.1471762947096,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,734.0,1
JUNE,-19.23054793732379,368.0,1
JUNE,17.026117926394935,1826.0,1
JUNE,26.02450015454943,1097.0,1
JUNE,0.0,1462.0,1
JUNE,0.0,5.0,1
JUNE,24.140870437968736,2194.0,1
JUNE,-0.6065015332521995,371.0,1
JUNE,0.0,1461.0,1
JUNE,-27.620101549277443,1094.0,1
JUNE,0.0,729.0,1
JUNE,0.0,1462.0,1
JUNE,-17.471988539603416,1089.0,1
JUNE,0.0,1092.0,1
JUNE,0.0,0.0,0
JUNE,7.429305912596402,366.0,1
JUNE,-3.352792804226088,372.0,1
JUNE,-46.43219840718371,362.0,1
JUNE,24.176015124344907,1100.0,1
JUNE,0.2849498963098916,1089.0,1
JUNE,0.0,367.0,1
JUNE,0.0,1099.0,1
JUNE,-11.581186708251506,1.0,1
JUNE,-34.423979456300366,0.0,0
JUNE,0.0,729.0,1
JUNE,0.0,0.0,0
JUNE,0.0,728.0,1
JUNE,38.471334782513225,731.0,1
JUNE,-16.11450176793903,7.0,1
JUNE,-20.26290264944612,728.0,1
JUNE,0.0,370.0,1
JUNE,-86.38183214556938,731.0,1
JUNE,0.0,371.0,1
JUNE,28.14287819714082,728.0,1
JUNE,0.0,2195.0,1
JUNE,-32.03153483747247,731.0,1
JUNE,1.280846739401389,736.0,1
JUNE,0.0,2193.0,1
JUNE,29.22352420610152,733.0,1
JUNE,0.0,1.0,1
JUNE,-10.022821736877498,1469.0,1
JUNE,-9.36925601750547,726.0,1
JUNE,-5.475724497378313,732.0,1
JUNE,111.91087225627248,1823.0,1
JUNE,0.0,0.0,0
JUNE,24.59749959408995,737.0,1
JUNE,-0.2700511031549292,723.0,1
JUNE,5.431256399705243,1092.0,1
JUNE,0.0,1461.0,1
JUNE,-32.7667145210016,726.0,1
JUNE,0.0,735.0,1
JUNE,0.0,9.0,1
JUNE,0.382405690488506,1097.0,1
JUNE,-33.02393340270552,365.0,1
JUNE,0.0,1468.0,1
JUNE,0.0,5.0,1
JUNE,0.0,1100.0,1
JUNE,-23.175631885936497,731.0,1
JUNE,0.0,0.0,0
JUNE,0.0,359.0,1
JUNE,-29.049897470950103,733.0,1
JUNE,-12.707219537885884,-1.0,0
JUNE,0.0,1453.0,1
JUNE,-1.5038470505945478,365.0,1
JUNE,0.0771604938271634,1090.0,1
JUNE,-6.250809367746819,365.0,1
JUNE,53.48738738032323,1461.0,1
JUNE,31.05614086789951,1457.0,1
JUNE,0.0,729.0,1
JUNE,0.0,1096.0,1
JUNE,-10.199298833930346,732.0,1
JUNE,-11.973506526911455,1099.0,1
JUNE,45.32680580606373,1095.0,1
JUNE,3.2180804335161186,735.0,1
JUNE,0.0,9.0,1
JUNE,-2.817173757943096,368.0,1
JUNE,0.0,1465.0,1
JUNE,-19.87865498353237,0.0,0
JUNE,-10.426949935172754,730.0,1
JUNE,0.0,1830.0,1
JUNE,0.0,738.0,1
JUNE,0.5696018599244511,0.0,0
JUNE,21.607601293916908,1457.0,1
JUNE,0.0,1105.0,1
JUNE,0.0,725.0,1
JUNE,-19.21568194123692,0.0,0
JUNE,0.0,0.0,0
JUNE,0.0,1092.0,1
JUNE,0.0,373.0,1
JUNE,0.0,1827.0,1
JUNE,-24.72995340242095,9.0,1
JUNE,0.0,726.0,1
JUNE,7.376469832294543,1100.0,1
JUNE,-0.2748470609096593,727.0,1
JUNE,-28.585376059137356,364.0,1
JUNE,67.10716367230066,364.0,1
JUNE,-0.3661742613920872,8.0,1
JUNE,31.649466804265565,374.0,1
JUNE,0.0,1459.0,1
JUNE,-15.03462117410939,0.0,0
JUNE,0.0,4.0,1
JUNE,-22.14684442847035,366.0,1
JUNE,-2.6127257284242567,731.0,1
JUNE,0.0,1831.0,1
JUNE,0.0,0.0,0
JUNE,0.0,369.0,1
JUNE,14.975121852152723,1091.0,1
JUNE,0.0,1101.0,1
JUNE,-12.269413975874858,0.0,0
JUNE,0.0,0.0,0
JUNE,-11.268955465263716,737.0,1
JUNE,4.062551571471664,1087.0,1
JUNE,-24.171496089574063,0.0,0
JUNE,14.537610747582368,1465.0,1
JUNE,0.0,366.0,1
JUNE,65.13194501994862,1828.0,1
JUNE,-40.30986598750834,728.0,1
JUNE,0.0,1463.0,1
JUNE,11.737456964914328,1096.0,1
JUNE,1.8619465999700675,363.0,1
MAY,0.0,7.0,1
MAY,16.989614958175387,,0
MAY,-97.78987745855216,721.0,1
MAY,0.0,360.0,1
MAY,-46.5989172760946,5.0,1
MAY,-47.47710065124159,366.0,1
MAY,0.0,2931.0,1
MAY,0.0,9.0,1
MAY,0.0,730.0,1
MAY,67.31530343007915,730.0,1
MAY,0.0,8.0,1
MAY,0.0,,0
MAY,0.0,2922.0,1
MAY,1.280846739401389,728.0,1
MAY,0.0,,0
MAY,246.5873002676954,3646.0,1
MAY,0.0,,0
MAY,-2.6127257284242567,,0
MAY,135.74947220267418,9.0,1
MAY,0.0,730.0,1
MAY,-28.314385150812072,0.0,0
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,0.0,,0
MAY,22.427100785403717,731.0,1
MAY,0.0,360.0,1
MAY,19.666182873730044,-2.0,0
MAY,0.0,362.0,1
MAY,0.0,1464.0,1
MAY,0.0,,0
MAY,0.0,358.0,1
MAY,0.0,4741.0,1
MAY,15.820780116076506,365.0,1
MAY,0.0,9131.0,1
MAY,-48.96373056994819,,0
MAY,0.0,359.0,1
MAY,0.0,6.0,1
MAY,-19.21568194123692,0.0,0
MAY,0.0,361.0,1
MAY,0.0,365.0,1
MAY,0.0,356.0,1
MAY,0.0,10.0,1
MAY,0.0,,0
MAY,4.062551571471664,728.0,1
MAY,0.0,,0
MAY,0.0,0.0,0
MAY,1.9014871486289109,722.0,1
MAY,0.0,,0
MAY,0.0,1461.0,1
MAY,0.0,730.0,1
MAY,53.48738738032323,1460.0,1
MAY,0.0,,0
MAY,65.37396121883657,365.0,1
MAY,0.0,,0
MAY,-42.903867239040345,0.0,0
MAY,0.0,1470.0,1
MAY,0.0,,0
MAY,17.026117926394935,1825.0,1
MAY,0.0,730.0,1
MAY,22.192118226600986,0.0,0
MAY,-36.852002758101925,3.0,1
MAY,0.0,730.0,1
MAY,10.039370078740156,367.0,1
MAY,0.0,730.0,1
MAY,71.06934525432045,730.0,1
MAY,79.80132450331125,356.0,1
MAY,0.0,,0
MAY,0.0,,0
MAY,72.19662058371735,10.0,1
MAY,-11.96752595659346,724.0,1
MAY,15.054915617465843,365.0,1
