MINISTRY,SECTOR,STATE,AGENCY,ORIGINAL_COST_RS_CRORE,CUMULATIVE_EXPENDITURE_RS_CRORE,PHYSICAL_PROGRESS_PERCENT,ORIGINAL_DURATION_DAYS,PROGRESS_CHANGE,EXPENDITURE_CHANGE,COST_OVERRUN_PCT
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],3834.24,197.13,4.8500000000000005,726.0,0.0,0.0,-0.3661742613920872
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NHAI,2594.17,235.55,21.75,372.0,,,-0.2748470609096593
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NHAI,2594.17,226.62,21.75,372.0,0.0,-8.930000000000007,-0.2748470609096593
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2594.17,212.76,21.75,372.0,,,-0.2748470609096593
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2594.17,212.88,21.75,372.0,0.0,0.12000000000000455,-0.2748470609096593
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1524.71,813.35,99.76,730.0,,,25.528789081202323
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1524.71,813.35,99.76,730.0,0.0,0.0,25.528789081202323
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NHAI,3536.9,1986.56,98.2,730.0,,,32.30625689162826
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NHAI,3536.9,1844.7,90.86,730.0,-7.340000000000003,-141.8599999999999,32.30625689162826
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],3536.9,1792.74,90.86,730.0,,,32.30625689162826
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],3536.9,1793.48,90.86,730.0,0.0,0.7400000000000091,32.30625689162826
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NHAI,2058.79,634.55,98.0,724.0,,,12.916810359482989
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NHAI,2058.79,634.54,98.0,724.0,0.0,-0.009999999999990905,12.916810359482989
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2058.79,629.88,86.0,724.0,,,12.916810359482989
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2058.79,630.06,97.7,724.0,11.700000000000003,0.17999999999994998,12.916810359482989
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NHAI,2610.88,651.95,94.6,724.0,,,11.778021203578861
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NHAI,2610.88,622.23,91.5,724.0,-3.0999999999999943,-29.720000000000027,11.778021203578861
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2610.88,621.7,91.5,724.0,,,11.778021203578861
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2610.88,621.87,91.5,724.0,0.0,0.16999999999995907,11.778021203578861
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NHAI,4051.8,952.69,95.5,729.0,,,6.509699392862436
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NHAI,4051.8,982.89,90.7,729.0,-4.799999999999997,30.199999999999932,6.509699392862436
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],4051.8,905.74,90.7,729.0,,,6.509699392862436
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],4051.8,905.81,90.7,729.0,0.0,0.06999999999993634,6.509699392862436
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NHAI,2208.68,931.24,90.73,737.0,,,11.515475306517928
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NHAI,2208.68,889.44,85.79,737.0,-4.939999999999998,-41.799999999999955,11.515475306517928
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2208.68,827.11,84.25,737.0,,,11.515475306517928
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MAHARASHTRA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2208.68,874.32,85.79,737.0,1.5400000000000063,47.210000000000036,11.515475306517928
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NHAI,2548.04,1332.41,94.24,731.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NHAI,2548.04,1327.64,93.32,731.0,-0.9200000000000017,-4.769999999999982,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2548.04,1226.85,92.14,731.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2548.04,1227.08,92.59,731.0,0.45000000000000284,0.2300000000000182,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NHAI,1407.33,868.62,99.46,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NHAI,1407.33,868.61,99.46,730.0,0.0,-0.009999999999990905,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1407.33,689.49,99.46,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1407.33,750.7,99.46,730.0,0.0,61.210000000000036,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (ANDHRA PRADESH, TAMIL NADU)",NHAI,1481.87,746.74,99.02,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (ANDHRA PRADESH, TAMIL NADU)",NHAI,1481.87,746.73,99.02,730.0,0.0,-0.009999999999990905,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (ANDHRA PRADESH, TAMIL NADU)",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1481.87,711.04,99.02,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (ANDHRA PRADESH, TAMIL NADU)",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1481.87,711.06,99.02,730.0,0.0,0.01999999999998181,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NHAI,1106.65,593.0,93.04,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NHAI,1106.65,591.91,93.04,730.0,0.0,-1.0900000000000318,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1106.65,590.04,93.04,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1106.65,590.08,93.04,730.0,0.0,0.04000000000007731,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NHAI,1525.1,360.95,53.56,729.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NHAI,1525.1,360.65,53.56,729.0,0.0,-0.30000000000001137,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1525.1,360.29,53.56,729.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1525.1,360.3,53.56,729.0,0.0,0.009999999999990905,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],162.55,43.1,24.13,372.0,,,0.006151953245149741
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NHAI,162.55,54.98,38.52,372.0,14.390000000000004,11.879999999999995,0.006151953245149741
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NHAI,162.55,52.47,38.52,372.0,0.0,-2.509999999999998,0.006151953245149741
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],162.55,48.18,35.809999999999995,372.0,-2.710000000000008,-4.289999999999999,0.006151953245149741
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NHAI,3605.73,987.38,89.97,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NHAI,3605.73,930.29,89.97,730.0,0.0,-57.09000000000003,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],3605.73,903.19,83.45,730.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],3605.73,918.09,88.14,730.0,4.689999999999998,14.899999999999977,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NHAI,1866.49,1609.72,99.91,730.0,,,30.185535416744802
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NHAI,1866.49,1609.72,99.91,730.0,0.0,0.0,30.185535416744802
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1866.49,1081.52,99.91,730.0,,,30.185535416744802
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1866.49,1081.56,99.91,730.0,0.0,0.03999999999996362,30.185535416744802
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NHAI,1533.87,1176.23,99.89,730.0,,,16.863228304875907
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NHAI,1533.87,1176.23,99.89,730.0,0.0,0.0,16.863228304875907
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1533.87,971.07,99.89,730.0,,,16.863228304875907
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1533.87,971.09,99.89,730.0,0.0,0.01999999999998181,16.863228304875907
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1606.27,631.62,79.08,730.0,,,12.92684293425141
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1606.27,631.62,79.08,730.0,0.0,0.0,12.92684293425141
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1306.95,563.2,76.13,730.0,,,20.789624698726044
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1306.95,563.2,76.13,730.0,0.0,0.0,20.789624698726044
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (HARYANA, PUNJAB)",NHAI,1741.86,1508.2,98.7,730.0,,,30.95311907960457
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (HARYANA, PUNJAB)",NHAI,1741.86,1431.89,98.7,730.0,0.0,-76.30999999999995,30.95311907960457
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (HARYANA, PUNJAB)",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1741.86,924.51,98.7,730.0,,,30.95311907960457
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (HARYANA, PUNJAB)",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1741.86,924.58,98.7,730.0,0.0,0.07000000000005002,30.95311907960457
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1759.82,1250.45,95.8,730.0,,,0.8239479037628848
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1759.82,1250.45,95.8,730.0,0.0,0.0,0.8239479037628848
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,1895.74,1274.51,31.08,731.0,,,7.342779073079645
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1895.74,751.95,31.08,731.0,,,7.342779073079645
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1895.74,751.95,31.08,731.0,0.0,0.0,7.342779073079645
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,1851.47,1935.88,73.35000000000001,730.0,,,30.012368550395085
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,1851.47,1934.7,73.35000000000001,730.0,0.0,-1.1800000000000637,30.012368550395085
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1851.47,1348.9,73.26,730.0,,,30.012368550395085
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1851.47,1370.36,73.32,730.0,0.05999999999998806,21.45999999999981,30.012368550395085
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,2177.54,1524.23,62.99,730.0,,,-5.272004188212395
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2177.54,1004.28,62.99,730.0,,,-5.272004188212395
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2177.54,1004.28,62.99,730.0,0.0,0.0,-5.272004188212395
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,1734.18,780.61,27.6,730.0,,,-11.285449030665792
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,1734.18,773.53,27.52,730.0,-0.08000000000000185,-7.080000000000041,-11.285449030665792
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1734.18,470.92,27.05,377.0,,,-11.285449030665792
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1734.18,470.92,27.05,377.0,0.0,0.0,-11.285449030665792
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,2165.23,618.22,34.79,1096.0,,,-29.818079372630162
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,2165.23,603.8,33.489999999999995,1096.0,-1.3000000000000043,-14.420000000000073,-29.818079372630162
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2165.23,396.24,31.77,1096.0,,,-29.818079372630162
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2165.23,422.45,32.690000000000005,1096.0,0.9200000000000053,26.20999999999998,-29.818079372630162
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JAMMU AND KASHMIR,NHAI,2714.95,1846.59,90.01,730.0,,,36.89239212508518
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JAMMU AND KASHMIR,NHAI,2714.95,1833.59,89.52,730.0,-0.4900000000000091,-13.0,36.89239212508518
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JAMMU AND KASHMIR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2714.95,1653.54,88.87,730.0,,,36.89239212508518
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JAMMU AND KASHMIR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2714.95,1655.87,89.37,730.0,0.5,2.3299999999999272,36.89239212508518
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JAMMU AND KASHMIR,NHAI,2894.74,1016.96,66.74,731.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JAMMU AND KASHMIR,NHAI,2894.74,996.74,66.17,731.0,-0.5699999999999932,-20.220000000000027,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JAMMU AND KASHMIR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2894.74,810.99,62.0,731.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JAMMU AND KASHMIR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2894.74,847.67,64.68,731.0,2.680000000000007,36.67999999999995,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JAMMU AND KASHMIR,NHAI,1821.72,1238.6,94.14,730.0,,,38.471334782513225
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JAMMU AND KASHMIR,NHAI,1821.72,1237.76,94.14,730.0,0.0,-0.8399999999999181,38.471334782513225
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JAMMU AND KASHMIR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1821.72,1174.58,94.14,730.0,,,38.471334782513225
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JAMMU AND KASHMIR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1821.72,1171.13,94.14,730.0,0.0,-3.449999999999818,38.471334782513225
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JAMMU AND KASHMIR,NHAI,1025.73,631.2,70.17,731.0,,,-4.908699170346974
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JAMMU AND KASHMIR,NHAI,975.38,606.46,67.5,731.0,-2.6700000000000017,-24.74000000000001,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JAMMU AND KASHMIR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],975.38,564.21,62.41,731.0,,,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,JAMMU AND KASHMIR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],975.38,564.48,66.69,731.0,4.280000000000001,0.2699999999999818,0.0
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2471.56,1178.84,99.8,1090.0,,,0.7056272152001187
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2471.56,1178.84,99.8,1090.0,0.0,0.0,0.7056272152001187
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,1972.94,770.81,100.0,736.0,,,-1.5038470505945478
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,1972.94,770.81,100.0,736.0,0.0,0.0,-1.5038470505945478
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1972.94,766.29,94.14,736.0,,,-1.5038470505945478
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1972.94,769.45,94.14,736.0,0.0,3.160000000000082,-1.5038470505945478
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,1081.39,455.0,78.0,730.0,,,3.2180804335161186
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,1081.39,442.98,78.0,730.0,0.0,-12.019999999999982,3.2180804335161186
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1081.39,419.14,76.0,730.0,,,3.2180804335161186
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1081.39,441.91,76.0,730.0,0.0,22.77000000000004,3.2180804335161186
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1298.0,1012.45,100.0,730.0,,,9.47996918335901
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1298.0,1024.93,100.0,730.0,0.0,12.480000000000018,9.47996918335901
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1415.34,1354.93,100.0,730.0,,,22.210210974041583
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1415.34,1427.49,100.0,730.0,0.0,72.55999999999995,22.210210974041583
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NHAI,1034.04,1125.55,100.0,730.0,,,11.737456964914328
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NHAI,1034.04,1125.55,100.0,730.0,0.0,0.0,11.737456964914328
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1034.04,955.74,100.0,730.0,,,11.737456964914328
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1034.04,1009.77,100.0,730.0,0.0,54.02999999999997,11.737456964914328
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NHAI,1181.76,1222.79,98.08,730.0,,,14.975121852152723
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NHAI,1181.76,1222.65,97.99,730.0,-0.09000000000000341,-0.13999999999987267,14.975121852152723
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1181.76,1204.33,97.92,730.0,,,14.975121852152723
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1181.76,1206.44,97.99,730.0,0.06999999999999318,2.1100000000001273,14.975121852152723
