PROJECT_ID,MINISTRY,SECTOR,STATE,AGENCY,ORIGINAL_COST_RS_CRORE,CUMULATIVE_EXPENDITURE_RS_CRORE,PHYSICAL_PROGRESS_PERCENT,START_DATE,ORIGINAL_TARGET_DOC,PROGRESS_CHANGE,EXPENDITURE_CHANGE
618782.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,1394.14,606.2,63.4,2024-01-03,2026-01-03,1.3999999999999986,18.25999999999999
618782.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,1394.14,622.58,64.12,2024-01-03,2026-01-03,0.720000000000006,16.379999999999995
618783.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (UTTAR PRADESH, UTTARAKHAND)",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1471.19,416.11,35.2,2024-01-03,2026-01-03,,
618783.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (UTTAR PRADESH, UTTARAKHAND)",NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1471.19,438.75,40.0,2024-01-03,2026-01-03,4.799999999999997,22.639999999999986
618783.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (UTTAR PRADESH, UTTARAKHAND)",NHAI,1471.19,456.76,42.88,2024-01-03,2026-01-03,2.8800000000000026,18.00999999999999
618783.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,"MULTI-STATES (UTTAR PRADESH, UTTARAKHAND)",NHAI,1471.19,470.11,44.41,2024-01-03,2026-01-03,1.529999999999994,13.350000000000023
618784.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,NHAI,355.36,208.94,84.44,2024-01-04,2026-01-04,,
618784.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,NHAI,355.36,223.53,84.44,2024-01-04,2026-01-04,0.0,14.590000000000003
618784.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,NHAI,355.36,238.95,84.44,2024-01-04,2026-01-04,0.0,15.419999999999987
618784.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,MADHYA PRADESH,NHAI,355.36,253.13,84.44,2024-01-04,2026-01-04,0.0,14.180000000000007
618785.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1501.02,992.99,78.60000000000001,2023-01-02,2025-01-02,,
618785.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1501.02,992.99,78.60000000000001,2023-01-02,2025-01-02,0.0,0.0
618785.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,1501.02,1158.7,79.86,2023-01-02,2025-01-02,1.259999999999991,165.71000000000004
618785.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,1501.02,1162.52,80.25,2023-01-02,2025-01-02,0.39000000000000057,3.8199999999999363
618786.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1196.38,160.92,13.97,2025-01-03,2027-01-03,,
618786.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1196.38,161.12,16.8,2025-01-03,2027-01-03,2.83,0.20000000000001705
618786.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,1196.38,535.6,20.03,2025-01-03,2027-01-03,3.2300000000000004,374.48
618786.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,1196.38,556.23,20.03,2025-01-03,2027-01-03,0.0,20.629999999999995
618787.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1373.06,834.0,96.0,2023-01-01,2025-01-06,,
618787.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1373.06,837.67,96.0,2023-01-01,2025-01-06,0.0,3.669999999999959
618787.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NHAI,1373.06,837.7,96.0,2023-01-01,2025-01-06,0.0,0.030000000000086402
618787.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,GUJARAT,NHAI,1373.06,837.85,96.0,2023-01-01,2025-01-06,0.0,0.14999999999997726
618788.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],927.22,367.54,87.05000000000001,2023-01-06,2025-01-05,,
618788.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],927.22,369.17,87.05000000000001,2023-01-06,2025-01-05,0.0,1.6299999999999955
618788.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NHAI,927.22,544.51,87.05000000000001,2023-01-06,2025-01-05,0.0,175.33999999999997
618788.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NHAI,927.22,550.65,87.05000000000001,2023-01-06,2025-01-05,0.0,6.139999999999986
618790.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1422.37,273.52,41.0,2024-01-10,2027-01-04,,
618790.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1422.37,273.74,43.5,2024-01-10,2027-01-04,2.5,0.22000000000002728
618790.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NHAI,1422.37,623.75,46.1,2024-01-10,2027-01-04,2.6000000000000014,350.01
618790.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NHAI,1422.37,635.91,49.0,2024-01-10,2027-01-04,2.8999999999999986,12.159999999999968
618791.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1538.76,95.18,17.16,2026-01-01,2027-01-12,,
618791.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1538.76,146.2,21.54,2026-01-01,2027-01-12,4.379999999999999,51.01999999999998
618791.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NHAI,1538.76,564.37,26.6,2026-01-01,2027-01-12,5.060000000000002,418.17
618791.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,BIHAR,NHAI,1538.76,595.95,27.500000000000004,2026-01-01,2027-01-12,0.9000000000000021,31.58000000000004
618792.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1330.23,440.38,99.5,2023-01-12,2025-01-12,,
618792.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1330.23,454.93,99.5,2023-01-12,2025-01-12,0.0,14.550000000000011
618792.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NHAI,1330.23,455.02,99.5,2023-01-12,2025-01-12,0.0,0.08999999999997499
618792.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,HARYANA,NHAI,1330.23,455.86,99.5,2023-01-12,2025-01-12,0.0,0.8400000000000318
618793.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1409.88,569.17,60.0,2024-01-04,2026-01-04,,
618793.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1409.88,609.22,60.0,2024-01-04,2026-01-04,0.0,40.05000000000007
618793.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,1409.88,881.3,67.0,2024-01-04,2026-01-04,7.0,272.0799999999999
618793.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,1409.88,913.89,67.0,2024-01-04,2026-01-04,0.0,32.59000000000003
618794.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],524.88,387.07,96.0,2022-01-03,2023-01-09,,
618794.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],524.88,388.52,96.0,2022-01-03,2023-01-09,0.0,1.4499999999999886
618794.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,524.88,394.14,96.0,2022-01-03,2023-01-09,0.0,5.6200000000000045
618794.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,524.88,395.48,96.0,2022-01-03,2023-01-09,0.0,1.3400000000000318
618795.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1474.77,866.12,81.05,2022-01-08,2024-01-08,,
618795.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1474.77,864.82,82.06,2022-01-08,2024-01-08,1.0100000000000051,-1.2999999999999545
618795.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,1474.77,1222.73,82.3,2022-01-08,2024-01-08,0.23999999999999488,357.90999999999997
618795.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,1474.77,1222.67,82.88,2022-01-08,2024-01-08,0.5799999999999983,-0.05999999999994543
618796.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,RAJASTHAN,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],828.58,405.43,100.0,2019-01-04,2021-01-04,,
618796.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,RAJASTHAN,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],828.58,405.49,100.0,2019-01-04,2021-01-04,0.0,0.060000000000002274
618796.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,RAJASTHAN,NHAI,828.58,694.47,100.0,2019-01-04,2021-01-04,0.0,288.98
618796.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,RAJASTHAN,NHAI,828.58,755.88,100.0,2019-01-04,2021-01-04,0.0,61.40999999999997
618797.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,RAJASTHAN,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1237.71,0.54,5.6000000000000005,2025-01-12,2027-01-12,,
618797.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,RAJASTHAN,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1237.71,68.73,18.44,2025-01-12,2027-01-12,12.84,68.19
618797.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,RAJASTHAN,NHAI,1237.71,76.97,18.56,2025-01-12,2027-01-12,0.11999999999999744,8.239999999999995
618797.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,RAJASTHAN,NHAI,1237.71,94.08,21.22,2025-01-12,2027-01-12,2.66,17.11
618798.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2555.5,1247.39,84.0,2023-01-03,2025-01-03,,
618798.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],2555.5,1307.22,89.0,2023-01-03,2025-01-03,5.0,59.82999999999993
618798.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,2555.5,1326.61,89.0,2023-01-03,2025-01-03,0.0,19.389999999999873
618798.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,UTTAR PRADESH,NHAI,2555.5,1328.22,89.0,2023-01-03,2025-01-03,0.0,1.6100000000001273
618799.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],456.79,436.72,91.65,2020-01-12,2022-01-12,,
618799.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],456.79,459.3,94.06,2020-01-12,2022-01-12,2.4099999999999966,22.579999999999984
618799.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,NHAI,456.79,471.29,94.98,2020-01-12,2022-01-12,0.9200000000000017,11.990000000000009
618799.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,KARNATAKA,NHAI,440.16,471.12,95.23,2020-01-12,2022-01-12,0.25,-0.17000000000001592
618800.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1616.97,185.63,17.54,2023-01-11,2026-01-05,,
618800.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1616.97,193.14,18.13,2023-01-11,2026-01-05,0.5899999999999999,7.509999999999991
618800.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NHAI,1616.97,239.48,18.13,2023-01-11,2026-01-05,0.0,46.34
618800.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NHAI,1616.97,250.4,18.13,2023-01-11,2026-01-05,0.0,10.920000000000016
618801.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1388.59,200.25,21.93,2023-01-11,2026-01-05,,
618801.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1388.59,209.2,22.8,2023-01-11,2026-01-05,0.870000000000001,8.949999999999989
618801.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NHAI,1388.59,268.23,22.8,2023-01-11,2026-01-05,0.0,59.03000000000003
618801.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TAMIL NADU,NHAI,1388.59,275.2,22.8,2023-01-11,2026-01-05,0.0,6.96999999999997
618803.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],645.63,595.09,90.5,2023-01-08,2025-01-08,,
618803.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],645.63,604.48,90.98,2023-01-08,2025-01-08,0.480000000000004,9.389999999999986
618803.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NHAI,645.63,680.06,92.1,2023-01-08,2025-01-08,1.1199999999999903,75.57999999999993
618803.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NHAI,645.63,680.09,93.0,2023-01-08,2025-01-08,0.9000000000000057,0.030000000000086402
618804.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],348.72,184.68,77.92999999999999,2018-01-12,2020-01-12,,
618804.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],348.72,184.68,78.95,2018-01-12,2020-01-12,1.0200000000000102,0.0
618804.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NHAI,348.72,303.73,78.95,2018-01-12,2020-01-12,0.0,119.05000000000001
618804.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NHAI,348.72,310.54,80.19,2018-01-12,2020-01-12,1.2399999999999949,6.810000000000002
618805.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],977.33,64.7,4.0,2026-01-02,2028-01-02,,
618805.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],977.33,64.78,5.0,2026-01-02,2028-01-02,1.0,0.0799999999999983
618805.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NHAI,977.33,127.79,6.3,2026-01-02,2028-01-02,1.2999999999999998,63.010000000000005
618805.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NHAI,977.33,155.51,7.199999999999999,2026-01-02,2028-01-02,0.8999999999999995,27.719999999999985
618806.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],685.99,460.16,79.0,2024-01-02,2026-01-02,,
618806.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],685.99,466.29,79.0,2024-01-02,2026-01-02,0.0,6.1299999999999955
618806.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NHAI,685.99,478.52,79.0,2024-01-02,2026-01-02,0.0,12.229999999999961
618806.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NHAI,685.99,493.92,79.0,2024-01-02,2026-01-02,0.0,15.400000000000034
618807.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],609.43,505.16,78.62,2023-01-09,2025-01-09,,
618807.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],609.43,535.32,81.81,2023-01-09,2025-01-09,3.1899999999999977,30.160000000000025
618807.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NHAI,609.43,552.88,81.81,2023-01-09,2025-01-09,0.0,17.559999999999945
618807.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,ANDHRA PRADESH,NHAI,609.43,579.22,84.03,2023-01-09,2025-01-09,2.219999999999999,26.340000000000032
618808.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,WEST BENGAL,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1212.56,302.61,37.35,2024-01-06,2026-01-12,,
618808.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,WEST BENGAL,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1212.56,321.57,38.85,2024-01-06,2026-01-12,1.5,18.95999999999998
618808.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,WEST BENGAL,NHAI,1212.56,428.26,39.98,2024-01-06,2026-01-12,1.1299999999999955,106.69
618808.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,WEST BENGAL,NHAI,1212.56,433.18,39.99,2024-01-06,2026-01-12,0.010000000000005116,4.920000000000016
618809.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],809.51,499.54,65.99000000000001,2023-01-06,2025-01-06,,
618809.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],809.51,501.76,66.9,2023-01-06,2025-01-06,0.9099999999999966,2.2199999999999704
618809.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,809.51,669.72,67.80000000000001,2023-01-06,2025-01-06,0.9000000000000057,167.96000000000004
618809.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,809.51,670.85,68.2,2023-01-06,2025-01-06,0.3999999999999915,1.1299999999999955
618810.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1003.38,590.84,78.99000000000001,2023-01-06,2025-01-06,,
618810.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1003.38,599.6,79.39,2023-01-06,2025-01-06,0.3999999999999915,8.759999999999991
618810.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,1003.38,792.5,80.7,2023-01-06,2025-01-06,1.3100000000000023,192.89999999999998
618810.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,PUNJAB,NHAI,1003.38,800.86,80.9,2023-01-06,2025-01-06,0.20000000000000284,8.360000000000014
618811.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1183.71,83.68,0.0,2025-01-06,2027-01-06,,
618811.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1183.71,83.68,0.0,2025-01-06,2027-01-06,0.0,0.0
618811.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NHAI,1183.71,163.15,5.0,2025-01-10,2027-01-10,5.0,79.47
618811.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NHAI,1183.71,209.72,5.63,2025-01-10,2027-01-10,0.6299999999999999,46.56999999999999
618812.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1129.33,78.94,6.3,2025-01-06,2027-01-06,,
618812.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1129.33,79.95,6.329999999999999,2025-01-06,2027-01-06,0.02999999999999936,1.0100000000000051
618812.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NHAI,1129.33,209.45,8.05,2025-01-06,2027-01-06,1.7200000000000015,129.5
618812.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NHAI,1129.33,210.45,9.04,2025-01-06,2027-01-06,0.9899999999999984,1.0
618813.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1127.9,110.86,9.0,2024-01-12,2026-01-12,,
618813.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1127.9,110.98,9.2,2024-01-12,2026-01-12,0.1999999999999993,0.12000000000000455
618813.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NHAI,1127.9,160.54,10.23,2024-01-12,2026-01-12,1.0300000000000011,49.55999999999999
618813.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NHAI,1127.9,161.67,11.28,2024-01-12,2026-01-12,1.049999999999999,1.1299999999999955
618814.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NATIONAL HIGHWAYS AUTHORITY OF INDIA [NHAI],1142.6,65.67,0.0,2025-01-06,2027-01-06,,
618814.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NHAI,1142.6,147.2,0.0,2025-01-06,2027-01-06,0.0,81.52999999999999
618814.0,MINISTRY OF ROAD TRANSPORT & HIGHWAYS,ROADS & HIGHWAYS,TELANGANA,NHAI,1142.6,160.19,0.5,2025-01-06,2027-01-06,0.5,12.990000000000009
