MINISTRY,SECTOR,SLNO,PROJECT_NAME,AGENCY,PROJECT_CODES,STATE,DATE_OF_APPROVAL,START_DATE,ORIGINAL_TARGET_DOC,REVISED_DOC,ORIGINAL_COST_RS_CRORE,REVISED_COST_RS_CRORE,CUMULATIVE_EXPENDITURE_RS_CRORE,PHYSICAL_PROGRESS_PCT,SOURCE_PAGE,REPORT_MONTH,SOURCE_FILE,PHYSICAL_PROGRESS_PERCENT,PROJECT_ID
MINISTRY OF RAILWAYS,RAILWAYS,701.0,DOUBLING OF LINGARAJ SILO CONNECTIVITY OF NTPC LINE AND AUGMENTATION OF NTPC EXCHANGE YARD AND NTPC BLOCK CABIN.,EAST COAST RAILWAY [ECOR] - II,400047 | - | -,ODISHA,1-08-22,1-06-22,1-12-24,1-12-26,210.0,210.0,41.17,0.53,92.0,JUNE,Project_Monitoring_June_2026.xlsx,53.0,400047
MINISTRY OF RAILWAYS,RAILWAYS,664.0,DOUBLING OF LINGARAJ SILO CONNECTIVITY OF NTPC LINE AND AUGMENTATION OF NTPC EXCHANGE YARD AND NTPC BLOCK CABIN.,EAST COAST RAILWAY [ECOR] - II,400047 | - | -,ODISHA,1-08-22,1-06-22,1-12-24,1-12-26,210.0,210.0,41.17,0.53,87.0,JULY,Project_Monitoring_July_2026.xlsx,53.0,400047
MINISTRY OF RAILWAYS,RAILWAYS,714.0,DOUBLING OF LINES CONNECTING THE LOADING SPURS IN TALCHER YARD.,EAST COAST RAILWAY [ECOR] - II,400048 | - | 4247,ODISHA,1-09-22,1-06-22,1-12-24,1-06-27,186.21,186.21,100.97,0.88,89.0,APRIL,Project_Monitoring_April_2026.xlsx,88.0,400048
MINISTRY OF RAILWAYS,RAILWAYS,716.0,DOUBLING OF LINES CONNECTING THE LOADING SPURS IN TALCHER YARD.,EAST COAST RAILWAY [ECOR] - II,400048 | - | 4247,ODISHA,1-09-22,1-06-22,1-12-24,1-06-27,186.21,186.21,103.1,0.88,88.0,MAY,Project_Monitoring_May_2026.xlsx,88.0,400048
MINISTRY OF RAILWAYS,RAILWAYS,702.0,DOUBLING OF LINES CONNECTING THE LOADING SPURS IN TALCHER YARD.,EAST COAST RAILWAY [ECOR] - II,400048 | - | -,ODISHA,1-09-22,1-06-22,1-12-24,1-06-27,186.21,186.21,105.07,0.88,92.0,JUNE,Project_Monitoring_June_2026.xlsx,88.0,400048
MINISTRY OF RAILWAYS,RAILWAYS,665.0,DOUBLING OF LINES CONNECTING THE LOADING SPURS IN TALCHER YARD.,EAST COAST RAILWAY [ECOR] - II,400048 | - | -,ODISHA,1-09-22,1-06-22,1-12-24,1-06-27,186.21,186.21,105.07,0.88,87.0,JULY,Project_Monitoring_July_2026.xlsx,88.0,400048
MINISTRY OF POWER,ELECTRICITY GENERATION,185.0,"RAGHUNATHPUR THERMAL POWER STATION PHASE II [2X660 MW] AT RAGHUNATHPUR, PURULIA, WEST BENGAL",DAMODAR VALLEY CORPORATION,400062 | - | 4195,WEST BENGAL,1-01-23,1-02-25,1-06-29,,17673.0,17673.0,1950.25,0.094,63.0,APRIL,Project_Monitoring_April_2026.xlsx,9.4,400062
MINISTRY OF POWER,ELECTRICITY GENERATION,179.0,"RAGHUNATHPUR THERMAL POWER STATION PHASE II [2X660 MW] AT RAGHUNATHPUR, PURULIA, WEST BENGAL",DAMODAR VALLEY CORPORATION,400062 | - | 4195,WEST BENGAL,1-01-23,1-02-25,1-06-29,,17673.0,17673.0,2043.87,0.1,62.0,MAY,Project_Monitoring_May_2026.xlsx,10.0,400062
MINISTRY OF POWER,ELECTRICITY GENERATION,178.0,"RAGHUNATHPUR THERMAL POWER STATION PHASE II [2X660 MW] AT RAGHUNATHPUR, PURULIA, WEST BENGAL",DAMODAR VALLEY CORPORATION,400062 | - | -,WEST BENGAL,1-01-23,1-02-25,1-06-29,,17673.0,17673.0,2120.39,0.115,67.0,JUNE,Project_Monitoring_June_2026.xlsx,11.5,400062
MINISTRY OF POWER,ELECTRICITY GENERATION,179.0,"RAGHUNATHPUR THERMAL POWER STATION PHASE II [2X660 MW] AT RAGHUNATHPUR, PURULIA, WEST BENGAL",DAMODAR VALLEY CORPORATION,400062 | - | -,WEST BENGAL,1-01-23,1-02-25,1-08-29,,17673.0,17673.0,2268.62,0.13,63.0,JULY,Project_Monitoring_July_2026.xlsx,13.0,400062
MINISTRY OF COAL,COAL,44.0,KONAR EXPANSION OCP,MINISTRY OF COAL,400073 | N06000245 | 4077,JHARKHAND,1-01-22,1-01-22,2032-03-01,,799.34,799.34,433.64,0.5347,57.0,APRIL,Project_Monitoring_April_2026.xlsx,53.47,400073
MINISTRY OF COAL,COAL,44.0,KONAR EXPANSION OCP,MINISTRY OF COAL,400073 | N06000245 | 4077,JHARKHAND,1-01-22,1-01-22,2032-03-01,,674.65,674.65,433.64,0.4625,56.0,MAY,Project_Monitoring_May_2026.xlsx,46.25,400073
MINISTRY OF COAL,COAL,43.0,KONAR EXPANSION OCP,CCL - CIL,400073 | - | -,JHARKHAND,1-01-22,1-01-22,2032-03-01,,674.65,674.65,172.3,0.5078,61.0,JUNE,Project_Monitoring_June_2026.xlsx,50.78,400073
MINISTRY OF COAL,COAL,43.0,KONAR EXPANSION OCP,CCL - CIL,400073 | - | -,JHARKHAND,1-01-22,1-01-22,2032-03-01,,674.65,674.65,175.59,0.5078,57.0,JULY,Project_Monitoring_July_2026.xlsx,50.78,400073
MINISTRY OF COAL,COAL,45.0,KARO EXPANSION OCP,MINISTRY OF COAL,400074 | N06000246 | 4074,JHARKHAND,1-01-22,1-01-22,1-03-29,,908.47,908.47,289.45,0.2357,57.0,APRIL,Project_Monitoring_April_2026.xlsx,23.57,400074
MINISTRY OF COAL,COAL,45.0,KARO EXPANSION OCP,MINISTRY OF COAL,400074 | N06000246 | 4074,JHARKHAND,1-01-22,1-01-22,1-03-29,,849.31,849.31,289.45,0.2238,56.0,MAY,Project_Monitoring_May_2026.xlsx,22.38,400074
MINISTRY OF COAL,COAL,44.0,KARO EXPANSION OCP,CCL - CIL,400074 | - | -,JHARKHAND,1-01-22,1-01-22,1-03-29,,849.31,849.31,208.28,0.2328,61.0,JUNE,Project_Monitoring_June_2026.xlsx,23.28,400074
MINISTRY OF COAL,COAL,44.0,KARO EXPANSION OCP,CCL - CIL,400074 | - | -,JHARKHAND,1-01-22,1-01-22,1-03-29,,849.31,849.31,237.61,0.2328,57.0,JULY,Project_Monitoring_July_2026.xlsx,23.28,400074
MINISTRY OF PETROLEUM & NATURAL GAS,ENERGY STORAGE,353.0,NEW MUNDRA PANIPAT CRUDE OIL PIPELINE,MINISTRY OF PETROLEUM & NATURAL GAS,400078 | N16000435 | 4049,"MULTI-STATES (GUJARAT, HARYANA, RAJASTHAN)",1-12-21,1-12-21,1-12-24,1-06-26,9028.0,9028.0,7160.82,0.914,72.0,APRIL,Project_Monitoring_April_2026.xlsx,91.4,400078
MINISTRY OF PETROLEUM & NATURAL GAS,ENERGY STORAGE,344.0,NEW MUNDRA PANIPAT CRUDE OIL PIPELINE,MINISTRY OF PETROLEUM & NATURAL GAS,400078 | N16000435 | 4049,"MULTI-STATES (GUJARAT, HARYANA, RAJASTHAN)",1-12-21,1-12-21,1-12-24,1-06-26,9028.0,9028.0,7456.3,0.927,71.0,MAY,Project_Monitoring_May_2026.xlsx,92.7,400078
MINISTRY OF PETROLEUM & NATURAL GAS,ENERGY STORAGE,340.0,NEW MUNDRA PANIPAT CRUDE OIL PIPELINE,MINISTRY OF PETROLEUM & NATURAL GAS,400078 | - | -,"MULTI-STATES (GUJARAT, HARYANA, RAJASTHAN)",1-12-21,1-12-21,1-12-24,1-06-26,9028.0,9028.0,7482.71,0.941,75.0,JUNE,Project_Monitoring_June_2026.xlsx,94.1,400078
DEPARTMENT OF SPORTS,EDUCATION,344.0,"NATIONAL SPORTS UNIVERSITY [NSU], IMPHAL [MANIPUR]",DEPARTMENT OF SPORTS & YOUTH AFFAIRS,400081 | - | 3895,MANIPUR,,1-01-22,1-08-24,1-08-26,906.47,611.74,574.12,0.97,71.0,APRIL,Project_Monitoring_April_2026.xlsx,97.0,400081
DEPARTMENT OF SPORTS,EDUCATION,335.0,"NATIONAL SPORTS UNIVERSITY [NSU], IMPHAL [MANIPUR]",DEPARTMENT OF SPORTS & YOUTH AFFAIRS,400081 | - | 3895,MANIPUR,,1-01-22,1-08-24,1-08-26,906.47,611.74,575.68,0.9705,70.0,MAY,Project_Monitoring_May_2026.xlsx,97.05,400081
DEPARTMENT OF SPORTS,EDUCATION,331.0,"NATIONAL SPORTS UNIVERSITY [NSU], IMPHAL [MANIPUR]",DEPARTMENT OF SPORTS & YOUTH AFFAIRS,400081 | - | -,MANIPUR,1-06-22,1-01-22,1-08-24,1-08-26,906.47,611.74,576.37,0.9725,75.0,JUNE,Project_Monitoring_June_2026.xlsx,97.25,400081
DEPARTMENT OF SPORTS,EDUCATION,331.0,"NATIONAL SPORTS UNIVERSITY [NSU], IMPHAL [MANIPUR]",DEPARTMENT OF SPORTS & YOUTH AFFAIRS,400081 | - | -,MANIPUR,1-06-22,1-01-22,1-08-24,1-08-26,906.47,611.74,577.32,0.975,71.0,JULY,Project_Monitoring_July_2026.xlsx,97.5,400081
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,382.0,REDEVELOPMENT OF SOBHASAN COMPLEX,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],400087 | N16000431 | 3514,GUJARAT,1-08-21,1-08-21,1-03-27,1-03-27,885.63,1347.61,990.06,0.875,73.0,APRIL,Project_Monitoring_April_2026.xlsx,87.5,400087
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,372.0,REDEVELOPMENT OF SOBHASAN COMPLEX,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],400087 | N16000431 | 3514,GUJARAT,1-08-21,1-08-21,1-03-27,1-03-27,885.63,1347.61,1022.45,0.892,72.0,MAY,Project_Monitoring_May_2026.xlsx,89.2,400087
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,366.0,REDEVELOPMENT OF SOBHASAN COMPLEX,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],400087 | - | -,GUJARAT,1-08-21,1-08-21,1-03-27,1-03-27,885.63,1347.61,1037.37,0.943,77.0,JUNE,Project_Monitoring_June_2026.xlsx,94.3,400087
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,365.0,REDEVELOPMENT OF SOBHASAN COMPLEX,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],400087 | - | -,GUJARAT,1-08-21,1-08-21,1-03-27,,885.63,1347.61,1062.32,0.956,73.0,JULY,Project_Monitoring_July_2026.xlsx,95.6,400087
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1978.0,SARYU NAHAR CADWM PROJECT,IRRIGATION & WATER RESOURCES-UP,400093 | - | 3370,UTTAR PRADESH,1-04-17,1-04-17,1-12-19,1-03-26,1672.7,1672.7,22.24,0.0176,162.0,APRIL,Project_Monitoring_April_2026.xlsx,1.76,400093
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1955.0,GOSIKHURD CADWM PROJECT,DEPARTMENT OF WATER RESOURCES-MH - II,400095 | - | 3368,MAHARASHTRA,1-04-17,1-04-17,1-12-19,1-06-26,743.73,743.73,459.06,0.5393,161.0,APRIL,Project_Monitoring_April_2026.xlsx,53.93,400095
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1952.0,OMKARESHWAR CADWM PROJECT,WATER RESOURCE-MP,400096 | - | 3367,MADHYA PRADESH,1-04-17,1-04-17,1-12-19,1-06-27,648.09,648.09,208.06,0.4978,161.0,APRIL,Project_Monitoring_April_2026.xlsx,49.78,400096
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1948.0,SARDAR SAROVAR CADWM PROJECT,"NARMADA AND WATER RESOURCES, WATER SUPPLY AND KALPSAR DEPARTMENT-GJ",400097 | - | 3365,GUJARAT,1-04-17,1-04-17,1-12-19,1-03-26,5021.76,6670.31,4956.98,0.903,161.0,APRIL,Project_Monitoring_April_2026.xlsx,90.3,400097
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1942.0,SARDAR GOUTHU LATCHANNA THOTAPALLI BARRAGE PROJECT,WATER RESOURCES-AP,400100 | - | 3351,ANDHRA PRADESH,1-04-05,1-01-06,1-12-19,1-06-26,353.05,1023.24,872.65,0.9588,160.0,APRIL,Project_Monitoring_April_2026.xlsx,95.88,400100
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1956.0,SARDAR GOUTHU LATCHANNA THOTAPALLI BARRAGE PROJECT,WATER RESOURCES-AP,400100 | - | 3351,ANDHRA PRADESH,1-04-05,1-01-06,1-12-19,1-06-26,353.05,1023.24,872.65,0.9588,160.0,MAY,Project_Monitoring_May_2026.xlsx,95.88,400100
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1816.0,SARDAR GOUTHU LATCHANNA THOTAPALLI BARRAGE PROJECT,WATER RESOURCES-AP,400100 | - | -,ANDHRA PRADESH,1-04-05,1-01-06,1-12-19,1-06-26,353.05,1023.24,879.15,0.9588,158.0,JUNE,Project_Monitoring_June_2026.xlsx,95.88,400100
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1746.0,SARDAR GOUTHU LATCHANNA THOTAPALLI BARRAGE PROJECT,WATER RESOURCES-AP,400100 | - | -,ANDHRA PRADESH,1-04-05,1-01-06,1-12-19,1-06-26,353.05,1023.24,879.15,0.9588,151.0,JULY,Project_Monitoring_July_2026.xlsx,95.88,400100
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1943.0,GUNDLAKAMMA PROJECT,WATER RESOURCES-AP,400101 | - | 3350,ANDHRA PRADESH,1-04-05,1-04-05,1-12-19,1-03-27,397.41,697.39,619.46,0.983,160.0,APRIL,Project_Monitoring_April_2026.xlsx,98.3,400101
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1957.0,GUNDLAKAMMA PROJECT,WATER RESOURCES-AP,400101 | - | 3350,ANDHRA PRADESH,1-04-05,1-04-05,1-12-19,1-03-27,397.41,697.39,624.78,0.983,160.0,MAY,Project_Monitoring_May_2026.xlsx,98.3,400101
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1817.0,GUNDLAKAMMA PROJECT,WATER RESOURCES-AP,400101 | - | -,ANDHRA PRADESH,1-04-05,1-04-05,1-12-19,1-03-27,397.41,697.39,624.78,0.983,158.0,JUNE,Project_Monitoring_June_2026.xlsx,98.3,400101
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1747.0,GUNDLAKAMMA PROJECT,WATER RESOURCES-AP,400101 | - | -,ANDHRA PRADESH,1-04-05,1-04-05,1-12-19,1-03-27,397.41,697.39,624.78,0.983,151.0,JULY,Project_Monitoring_July_2026.xlsx,98.3,400101
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1974.0,SRI RAM SAGAR PROJECT STAGE - II,IRRIGATION AND CAD-TG,400102 | - | 3344,TELANGANA,1996-04-01,1-04-05,1-12-19,1-12-25,736.13,949.87,971.47,0.97,162.0,APRIL,Project_Monitoring_April_2026.xlsx,97.0,400102
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1981.0,SRI RAM SAGAR PROJECT STAGE - II,IRRIGATION AND CAD-TG,400102 | - | 3344,TELANGANA,1996-04-01,1-04-05,1-12-19,1-12-25,736.13,949.87,971.47,0.97,162.0,MAY,Project_Monitoring_May_2026.xlsx,97.0,400102
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1841.0,SRI RAM SAGAR PROJECT STAGE - II,IRRIGATION AND CAD-TG,400102 | - | -,TELANGANA,1996-04-01,1-04-05,1-12-19,1-12-25,736.13,949.87,971.47,0.97,159.0,JUNE,Project_Monitoring_June_2026.xlsx,97.0,400102
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1771.0,SRI RAM SAGAR PROJECT STAGE - II,IRRIGATION AND CAD-TG,400102 | - | -,TELANGANA,1996-04-01,1-04-05,1-12-19,1-12-25,736.13,949.87,971.47,0.97,152.0,JULY,Project_Monitoring_July_2026.xlsx,97.0,400102
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1975.0,INDIRAMMA FLOOD FLOW CANAL PROJECT,IRRIGATION AND CAD-TG,400103 | - | 3339,TELANGANA,1996-04-01,1-01-06,1-12-19,1-12-26,1331.3,5940.09,4491.08,0.92,162.0,APRIL,Project_Monitoring_April_2026.xlsx,92.0,400103
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1982.0,INDIRAMMA FLOOD FLOW CANAL PROJECT,IRRIGATION AND CAD-TG,400103 | - | 3339,TELANGANA,1996-04-01,1-01-06,1-12-19,1-12-26,1331.3,5940.09,4491.08,0.92,162.0,MAY,Project_Monitoring_May_2026.xlsx,92.0,400103
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1842.0,INDIRAMMA FLOOD FLOW CANAL PROJECT,IRRIGATION AND CAD-TG,400103 | - | -,TELANGANA,1996-04-01,1-01-06,1-12-19,1-12-26,1331.3,5940.09,4491.08,0.92,159.0,JUNE,Project_Monitoring_June_2026.xlsx,92.0,400103
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1772.0,INDIRAMMA FLOOD FLOW CANAL PROJECT,IRRIGATION AND CAD-TG,400103 | - | -,TELANGANA,1996-04-01,1-01-06,1-12-19,1-12-26,1331.3,5940.09,4491.08,0.92,152.0,JULY,Project_Monitoring_July_2026.xlsx,92.0,400103
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1956.0,URMODI IRRIGATION PROJECT,DEPARTMENT OF WATER RESOURCES-MH - II,400105 | - | 3335,MAHARASHTRA,1-04-17,1-04-18,1-06-22,1-12-26,580.79,895.81,713.46,0.7622,161.0,APRIL,Project_Monitoring_April_2026.xlsx,76.22,400105
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1957.0,SULWADE-JAMPHAL-KANOLI LIFT IRRIGATION SCHEME,DEPARTMENT OF WATER RESOURCES-MH - II,400107 | - | 3330,MAHARASHTRA,1-04-17,1-02-19,1-06-23,1-06-27,2407.67,2407.67,2779.38,0.8054,161.0,APRIL,Project_Monitoring_April_2026.xlsx,80.54,400107
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1958.0,PURNA BARRAGE-2 [NER DHAMANA] MEDIUM IRRIGATION PROJECT,DEPARTMENT OF WATER RESOURCES-MH - II,400109 | - | 3323,MAHARASHTRA,1-04-17,1-04-18,1-06-20,1-06-26,848.07,888.43,690.49,0.6963,161.0,APRIL,Project_Monitoring_April_2026.xlsx,69.63000000000001,400109
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1946.0,KELO IRRIGATION PROJECT,WATER RESOURCES-CT,400111 | - | 3315,CHHATTISGARH,1-04-08,1-04-08,1-12-19,1-06-26,459.97,727.04,618.85,0.72,160.0,APRIL,Project_Monitoring_April_2026.xlsx,72.0,400111
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1960.0,KELO IRRIGATION PROJECT,WATER RESOURCES-CT,400111 | - | 3315,CHHATTISGARH,1-04-08,1-04-08,1-12-19,1-06-26,459.97,727.04,618.85,0.72,161.0,MAY,Project_Monitoring_May_2026.xlsx,72.0,400111
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1820.0,KELO IRRIGATION PROJECT,WATER RESOURCES-CT,400111 | - | -,CHHATTISGARH,1-04-08,1-04-08,1-12-19,1-06-26,459.97,727.04,620.15,0.73,158.0,JUNE,Project_Monitoring_June_2026.xlsx,73.0,400111
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1750.0,KELO IRRIGATION PROJECT,WATER RESOURCES-CT,400111 | - | -,CHHATTISGARH,1-04-08,1-04-08,1-12-19,1-06-26,459.97,727.04,620.15,0.73,151.0,JULY,Project_Monitoring_July_2026.xlsx,73.0,400111
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1959.0,JIGAON IRRIGATION PROJECT,DEPARTMENT OF WATER RESOURCES-MH - II,400112 | - | 3314,MAHARASHTRA,1-04-17,1-04-18,1-06-28,,7222.95,7222.95,10516.63,0.92,161.0,APRIL,Project_Monitoring_April_2026.xlsx,92.0,400112
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1953.0,BARGI DIVERSION PROJECT PHASE - IV [KM. 154 TO KM 197],WATER RESOURCES-MP,400115 | - | 3308,MADHYA PRADESH,1-04-08,1-01-09,1-12-19,1-03-26,751.03,893.35,814.02,0.75,161.0,APRIL,Project_Monitoring_April_2026.xlsx,75.0,400115
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1965.0,BARGI DIVERSION PROJECT PHASE - IV [KM. 154 TO KM 197],WATER RESOURCES-MP,400115 | - | 3308,MADHYA PRADESH,1-04-08,1-01-09,1-12-19,1-03-26,751.03,893.35,814.02,0.75,161.0,MAY,Project_Monitoring_May_2026.xlsx,75.0,400115
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1825.0,BARGI DIVERSION PROJECT PHASE - IV [KM. 154 TO KM 197],WATER RESOURCES-MP,400115 | - | -,MADHYA PRADESH,1-04-08,1-01-09,1-12-19,1-03-26,751.03,893.35,814.02,0.75,158.0,JUNE,Project_Monitoring_June_2026.xlsx,75.0,400115
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1755.0,BARGI DIVERSION PROJECT PHASE - IV [KM. 154 TO KM 197],WATER RESOURCES-MP,400115 | - | -,MADHYA PRADESH,1-04-08,1-01-09,1-12-19,1-03-26,751.03,893.35,814.02,0.75,151.0,JULY,Project_Monitoring_July_2026.xlsx,75.0,400115
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1954.0,BARGI DIVERSION PROJECT PHASE - III [KM. 104 TO KM 154],WATER RESOURCES-MP,400116 | - | 3307,MADHYA PRADESH,1-04-07,1-04-07,1-12-19,1-12-26,1229.15,1399.7,2190.05,0.8142,161.0,APRIL,Project_Monitoring_April_2026.xlsx,81.42,400116
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1966.0,BARGI DIVERSION PROJECT PHASE - III [KM. 104 TO KM 154],WATER RESOURCES-MP,400116 | - | 3307,MADHYA PRADESH,1-04-07,1-04-07,1-12-19,1-12-26,1229.15,1399.7,2203.81,0.8152,161.0,MAY,Project_Monitoring_May_2026.xlsx,81.52000000000001,400116
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1826.0,BARGI DIVERSION PROJECT PHASE - III [KM. 104 TO KM 154],WATER RESOURCES-MP,400116 | - | -,MADHYA PRADESH,1-04-07,1-04-07,1-12-19,1-12-26,1229.15,1399.7,2240.05,0.8152,159.0,JUNE,Project_Monitoring_June_2026.xlsx,81.52000000000001,400116
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1756.0,BARGI DIVERSION PROJECT PHASE - III [KM. 104 TO KM 154],WATER RESOURCES-MP,400116 | - | -,MADHYA PRADESH,1-04-07,1-04-07,1-12-19,1-12-26,1229.15,1399.7,2270.96,0.8152,151.0,JULY,Project_Monitoring_July_2026.xlsx,81.52000000000001,400116
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,432.0,LIFE EXTENSION OF 48 WELL PLATFORMS OF MUMBAI HIGH & HEERA FIELDS,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],400119 | N16000213 | 3294,OFFSHORE,1-12-15,1-12-15,1-04-18,1-08-26,3190.69,3375.9,3123.2,0.9,76.0,APRIL,Project_Monitoring_April_2026.xlsx,90.0,400119
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,421.0,LIFE EXTENSION OF 48 WELL PLATFORMS OF MUMBAI HIGH & HEERA FIELDS,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],400119 | N16000213 | 3294,OFFSHORE,1-12-15,1-12-15,1-04-18,1-10-26,3190.69,3375.9,3123.2,0.9,74.0,MAY,Project_Monitoring_May_2026.xlsx,90.0,400119
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,413.0,LIFE EXTENSION OF 48 WELL PLATFORMS OF MUMBAI HIGH & HEERA FIELDS,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],400119 | - | -,OFFSHORE,1-12-15,1-12-15,1-04-18,1-10-26,3190.69,3375.9,3123.2,0.9,79.0,JUNE,Project_Monitoring_June_2026.xlsx,90.0,400119
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,405.0,LIFE EXTENSION OF 48 WELL PLATFORMS OF MUMBAI HIGH & HEERA FIELDS,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],400119 | - | -,OFFSHORE,1-12-15,1-12-15,1-04-18,1-10-26,3190.69,3375.9,3123.2,0.9,74.0,JULY,Project_Monitoring_July_2026.xlsx,90.0,400119
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,361.0,KG-DWN-98/2 CLUSTER - II DEVELOPMENT PROJECT - NELP BLOCK,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],400120 | N16000247 | 3284,ANDHRA PRADESH,1-03-16,1-03-16,1-06-20,1-09-26,34012.0,34012.0,33006.7,0.965,72.0,APRIL,Project_Monitoring_April_2026.xlsx,96.5,400120
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,352.0,KG-DWN-98/2 CLUSTER - II DEVELOPMENT PROJECT - NELP BLOCK,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],400120 | N16000247 | 3284,ANDHRA PRADESH,1-03-16,1-03-16,1-06-20,1-09-26,34012.0,34012.0,33006.7,0.966,71.0,MAY,Project_Monitoring_May_2026.xlsx,96.6,400120
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,346.0,KG-DWN-98/2 CLUSTER - II DEVELOPMENT PROJECT - NELP BLOCK,MINISTRYOFPETROLEUMNATURALGAS,400120 | - | -,ANDHRA PRADESH,1-03-16,1-03-16,1-06-20,1-06-26,34012.0,34012.0,33113.74,0.968,76.0,JUNE,Project_Monitoring_June_2026.xlsx,96.8,400120
MINISTRY OF PETROLEUM & NATURAL GAS,OIL & GAS,344.0,KG-DWN-98/2 CLUSTER - II DEVELOPMENT PROJECT - NELP BLOCK,OIL AND NATURAL GAS CORPORATION LIMITED [ONGC],400120 | - | -,ANDHRA PRADESH,1-03-16,1-03-16,1-06-20,1-09-26,34012.0,34012.0,33192.0,0.969,72.0,JULY,Project_Monitoring_July_2026.xlsx,96.89999999999999,400120
